startStation,endStation,time,weekday,passengerFlow,trafficCondition,busPlate,arrivalDuration
M182/1,T431,16:37:20,0,-1,1,MW3496,195
M125,M136/2,16:37:30,0,-1,2,MY9154,41
T339/4,T408/1,16:37:55,0,-1,-1,MY9491,159
M136/2,M139/2,16:38:05,0,-1,1,MY9154,28
T406,T345/1,16:38:05,0,-1,-1,MY9211,324
T431,T335/2,16:38:43,0,-1,1,MW3496,21
T335/2,T338,16:39:27,0,-1,1,MW3496,14
C654/3,C653/2,16:39:27,0,-1,2,MY9278,48
M95/3,M22,16:39:52,0,-1,2,MY7560,69
T408/1,T343,16:40:20,0,-1,-1,MY9491,115
C653/2,C692,16:40:41,0,-1,2,MY9278,62
T345/1,T322,16:40:59,0,-1,-1,MY9211,150
M177,M198,16:41:13,0,-1,1,MY9487,183
T338,T326/3,16:41:27,0,-1,-1,MW3496,70
T355/1,C688/1,16:41:30,0,-1,2,MX7866,261
M177,M198,16:41:37,0,-1,1,MY9362,215
C689/1,T355/2,16:42:02,0,5,1,MX3590,275
C692,C689/1,16:42:05,0,-1,1,MY9278,59
M139/2,M184,16:42:20,0,-1,-1,MY9154,166
T326/3,T332/2,16:42:24,0,-1,1,MW3496,46
T343,T316,16:42:31,0,-1,-1,MY9491,92
T322,T342,16:42:38,0,-1,-1,MY9211,88
M184,M188,16:42:48,0,-1,-1,MY9154,13
M188,M203/2,16:43:48,0,-1,1,MY9154,52
C688/1,C691,16:43:58,0,-1,1,MX7866,34
T342,T409,16:44:15,0,-1,1,MY9211,45
M203/2,M277,16:44:33,0,-1,-1,MY9154,38
T316,T345/5,16:44:47,0,-1,-1,MY9491,125
T355/2,T360,16:44:57,0,4,2,MX3590,162
T332/2,T325/3,16:45:01,0,-1,-1,MW3496,125
M22,M10,16:45:08,0,-1,-1,MY7560,198
C689/1,T355/2,16:45:22,0,-1,1,MY9278,160
T409,T368,16:45:39,0,-1,1,MY9211,55
M198,M183/2,16:46:23,0,-1,1,MY9487,218
T345/5,T344,16:46:29,0,-1,1,MY9491,60
T325/3,T339/4,16:46:36,0,-1,2,MW3496,25
C691,C652,16:46:36,0,-1,1,MX7866,112
T368,T324/2,16:46:40,0,-1,1,MY9211,32
M277,M182/1,16:46:43,0,-1,1,MY9154,126
T360,T376/1,16:46:47,0,4,1,MX3590,78
M198,M183/2,16:47:11,0,-1,1,MY9362,203
T355/2,T360,16:47:33,0,-1,1,MY9278,120
C652,C655,16:47:54,0,-1,1,MX7866,35
M10,M16/1,16:48:29,0,-1,3,MY7560,131
T324/2,T327,16:48:33,0,-1,1,MY9211,70
T339/4,T408/1,16:48:43,0,-1,-1,MW3496,116
T376/1,T363/1,16:48:50,0,4,1,MX3590,109
C655,C657,16:49:01,0,-1,1,MX7866,45
T327,T326/2,16:49:14,0,-1,1,MY9211,27
T360,T376/1,16:49:18,0,-1,1,MY9278,91
C657,C686,16:49:39,0,-1,1,MX7866,27
M183/2,M140/1,16:49:49,0,-1,1,MY9487,76
T358,T373/2,16:49:56,0,-1,1,MY9491,27
M183/2,M140/1,16:49:59,0,-1,1,MY9362,76
T363/1,T374,16:50:03,0,3,1,MX3590,34
T376/1,T363/1,16:50:35,0,-1,1,MY9278,69
M182/1,T431,16:50:39,0,-1,1,MY9154,204
T326/2,T337,16:50:58,0,-1,1,MY9211,75
T374,T406,16:51:01,0,3,-1,MX3590,29
M140/1,M137/2,16:51:08,0,-1,-1,MY9487,65
T373/2,T375,16:51:19,0,-1,2,MY9491,32
C686,C656,16:51:19,0,-1,1,MX7866,54
M140/1,M137/2,16:51:23,0,-1,1,MY9362,65
T363/1,T374,16:51:26,0,-1,1,MY9278,28
T337,T334,16:51:47,0,-1,1,MY9211,24
T374,T406,16:52:09,0,-1,1,MY9278,28
T408/1,T343,16:52:16,0,-1,-1,MW3496,167
M137/2,M132/1,16:52:20,0,-1,1,MY9487,39
M137/2,M132/1,16:52:27,0,-1,1,MY9362,43
C656,C654/3,16:52:34,0,-1,1,MX7866,50
C656,C654/3,16:52:42,0,-1,1,MX7866,3
M16/1,M109,16:52:45,0,-1,2,MY7560,133
T431,T335/2,16:52:49,0,-1,1,MY9154,118
T375,T380,16:52:52,0,-1,1,MY9491,32
T334,T430,16:53:04,0,-1,1,MY9211,47
T335/2,T338,16:53:48,0,-1,1,MY9154,3
T380,T379,16:53:48,0,-1,1,MY9491,3
T379,T359,16:54:24,0,-1,-1,MY9491,25
T343,T316,16:54:38,0,-1,-1,MW3496,113
M132/1,M200,16:55:19,0,-1,3,MY9487,47
M109,M112,16:55:23,0,-1,-1,MY7560,118
M132/1,M200,16:55:27,0,-1,3,MY9362,48
T338,T326/3,16:55:35,0,-1,-1,MY9154,73
T359,T355/1,16:55:53,0,-1,1,MY9491,81
C654/3,C653/2,16:56:00,0,-1,-1,MX7866,51
T316,T345/5,16:56:07,0,-1,-1,MW3496,82
T326/3,T332/2,16:57:00,0,-1,1,MY9154,67
M200,M201,16:57:00,0,-1,-1,MY9487,27
T406,T345/1,16:57:04,0,3,-1,MX3590,323
T406,T345/1,16:57:07,0,-1,-1,MY9278,287
M200,M201,16:57:07,0,-1,-1,MY9362,71
M112,M127,16:57:37,0,-1,1,MY7560,129
T345/5,T344,16:58:01,0,-1,-1,MW3496,60
T430,M177,16:58:19,0,-1,1,MY9211,274
M201,M121,16:58:29,0,-1,3,MY9487,41
T332/2,T325/3,16:58:33,0,-1,-1,MY9154,59
M201,M121,16:58:37,0,-1,3,MY9362,43
C653/2,C692,16:58:44,0,-1,2,MX7866,160
T344,T356/1,16:59:13,0,-1,-1,MW3496,47
M127,M125,16:59:30,0,-1,1,MY7560,67
T345/1,T322,16:59:30,0,-1,-1,MY9278,116
T345/1,T322,16:59:44,0,2,-1,MX3590,116
T355/1,C688/1,16:59:48,0,-1,2,MY9491,223
T325/3,T339/4,17:00:19,0,-1,-1,MY9154,69
M121,M119,17:00:29,0,-1,3,MY9487,70
C692,C689/1,17:00:47,0,-1,1,MX7866,115
M125,M136/2,17:01:07,0,-1,1,MY7560,41
M121,M119,17:01:11,0,-1,3,MY9362,83
M177,M198,17:01:18,0,-1,2,MY9211,146
T356/1,T358,17:01:46,0,-1,1,MW3496,108
M136/2,M139/2,17:01:53,0,-1,1,MY7560,31
T322,T342,17:01:53,0,2,-1,MX3590,108
T322,T342,17:01:53,0,-1,-1,MY9278,115
C688/1,C691,17:02:47,0,-1,1,MY9491,130
T358,T373/2,17:02:50,0,-1,1,MW3496,28
T339/4,T408/1,17:03:15,0,-1,-1,MY9154,158
T342,T409,17:03:25,0,-1,1,MY9278,56
T342,T409,17:03:28,0,2,1,MX3590,45
C689/1,T355/2,17:03:53,0,-1,2,MX7866,134
M119,M113,17:03:57,0,-1,-1,MY9487,186
T373/2,T375,17:04:12,0,-1,2,MW3496,25
M139/2,M184,17:04:29,0,-1,1,MY7560,106
M22,M10,17:04:36,0,0,2,MX1693,177
T409,T368,17:04:40,0,-1,1,MY9278,60
M119,M113,17:04:40,0,-1,-1,MY9362,174
M22,M10,17:04:47,0,0,2,MX1693,3
T409,T368,17:04:47,0,-1,1,MY9278,3
M119,M113,17:04:47,0,-1,-1,MY9362,3
C691,C652,17:04:51,0,-1,2,MY9491,67
T409,T368,17:04:51,0,2,1,MX3590,67
M184,M188,17:05:02,0,-1,1,MY7560,14
T375,T380,17:05:41,0,-1,2,MW3496,50
T368,T324/2,17:05:41,0,2,1,MX3590,36
M198,M183/2,17:05:45,0,-1,1,MY9211,203
T368,T324/2,17:05:52,0,-1,1,MY9278,43
C652,C655,17:06:06,0,-1,1,MY9491,24
M113,M94,17:06:06,0,-1,-1,MY9487,50
M113,M94,17:06:10,0,-1,-1,MY9362,46
T355/2,T360,17:06:17,0,-1,2,MX7866,128
M188,M203/2,17:06:24,0,-1,2,MY7560,68
T380,T379,17:06:31,0,-1,3,MW3496,14
C655,C657,17:07:00,0,-1,1,MY9491,46
M203/2,M277,17:07:06,0,-1,-1,MY7560,35
T324/2,T327,17:07:24,0,2,1,MX3590,67
T360,T376/1,17:07:28,0,-1,1,MX7866,42
T379,T359,17:07:35,0,-1,2,MW3496,18
T324/2,T327,17:07:35,0,-1,1,MY9278,56
C657,C686,17:07:45,0,-1,1,MY9491,17
T327,T326/2,17:08:06,0,-1,1,MY9278,20
T327,T326/2,17:08:17,0,-1,1,MY9278,6
T327,T326/2,17:08:24,0,-1,1,MY9278,3
T327,T326/2,17:08:27,0,3,1,MX3590,27
M183/2,M140/1,17:08:27,0,-1,1,MY9211,48
M277,M182/1,17:09:14,0,-1,1,MY7560,120
T376/1,T363/1,17:09:14,0,-1,2,MX7866,81
T359,T355/1,17:09:21,0,-1,1,MW3496,81
C686,C656,17:09:32,0,-1,2,MY9491,64
T326/2,T337,17:09:53,0,3,1,MX3590,64
M140/1,M137/2,17:10:07,0,-1,1,MY9211,53
T326/2,T337,17:10:22,0,-1,1,MY9278,111
T337,T334,17:10:33,0,3,1,MX3590,22
M137/2,M132/1,17:10:47,0,-1,1,MY9211,25
C656,C654/3,17:10:51,0,-1,2,MY9491,54
T363/1,T374,17:10:51,0,-1,-1,MX7866,57
T337,T334,17:10:54,0,-1,1,MY9278,24
T345/5,T344,17:11:01,0,-1,-1,MY9154,82
T374,T406,17:11:36,0,-1,-1,MX7866,34
M132/1,M200,17:11:36,0,-1,3,MY9211,17
T334,T430,17:12:09,0,3,-1,MX3590,57
T344,T356/1,17:12:12,0,-1,-1,MY9154,67
T334,T430,17:12:30,0,-1,-1,MY9278,53
M200,M201,17:12:41,0,-1,-1,MY9211,18
M109,M112,17:12:48,0,0,1,MX1693,53
M182/1,T431,17:12:58,0,-1,1,MY7560,198
T355/1,C688/1,17:13:54,0,-1,1,MW3496,258
M201,M121,17:14:09,0,-1,3,MY9211,46
T431,T335/2,17:14:16,0,-1,-1,MY7560,67
T356/1,T358,17:14:16,0,-1,-1,MY9154,88
C654/3,C653/2,17:14:16,0,-1,-1,MY9491,46
M112,M127,17:14:54,0,0,1,MX1693,55
T335/2,T338,17:15:26,0,-1,-1,MY7560,56
C688/1,C691,17:15:26,0,-1,2,MW3496,32
T358,T373/2,17:15:33,0,-1,2,MY9154,28
M121,M119,17:16:12,0,-1,3,MY9211,60
M127,M125,17:16:43,0,0,1,MX1693,65
T338,T326/3,17:16:50,0,-1,-1,MY7560,80
C653/2,C692,17:16:50,0,-1,1,MY9491,119
T373/2,T375,17:16:57,0,-1,2,MY9154,37
T430,M177,17:17:15,0,3,1,MX3590,295
T326/3,T332/2,17:17:18,0,-1,1,MY7560,21
T430,M177,17:17:18,0,-1,1,MY9278,281
T375,T380,17:18:01,0,-1,2,MY9154,35
T406,T345/1,17:18:29,0,-1,-1,MX7866,401
T380,T379,17:18:43,0,-1,2,MY9154,13
C691,C652,17:18:57,0,-1,2,MW3496,133
M125,M136/2,17:19:00,0,0,1,MX1693,38
T332/2,T325/3,17:19:00,0,-1,-1,MY7560,62
M119,M113,17:19:00,0,-1,-1,MY9211,154
T379,T359,17:19:28,0,-1,-1,MY9154,27
C692,C689/1,17:19:32,0,-1,1,MY9491,119
T325/3,T339/4,17:19:49,0,-1,-1,MY7560,3
M95/3,M22,17:19:56,0,-1,3,MY9362,24
C652,C655,17:20:03,0,-1,-1,MW3496,31
M136/2,M139/2,17:20:10,0,0,1,MX1693,45
M177,M198,17:20:34,0,3,2,MX3590,150
M177,M198,17:20:38,0,-1,2,MY9278,150
T345/1,T322,17:21:06,0,-1,-1,MX7866,108
M113,M94,17:21:10,0,-1,-1,MY9211,55
T359,T355/1,17:21:17,0,-1,1,MY9154,83
C655,C657,17:21:17,0,-1,-1,MW3496,45
M22,M10,17:21:56,0,-1,2,MY9362,88
C657,C686,17:21:59,0,-1,1,MW3496,28
M139/2,M184,17:22:13,0,0,1,MX1693,81
M184,M188,17:22:44,0,0,1,MX1693,17
T339/4,T408/1,17:22:44,0,-1,-1,MY7560,161
T322,T342,17:23:02,0,-1,-1,MX7866,108
C689/1,T355/2,17:23:23,0,-1,1,MY9491,164
M188,M203/2,17:24:23,0,0,1,MX1693,91
C686,C656,17:24:28,0,-1,1,MW3496,71
T342,T409,17:24:38,0,-1,2,MX7866,56
M10,M16/1,17:25:02,0,-1,2,MY9362,138
M198,M183/2,17:25:17,0,-1,1,MY9278,204
M203/2,M277,17:25:21,0,0,-1,MX1693,46
C656,C654/3,17:25:31,0,-1,2,MW3496,56
T355/1,C688/1,17:25:35,0,-1,1,MY9154,247
M198,M183/2,17:25:41,0,3,1,MX3590,201
T355/2,T360,17:25:49,0,-1,1,MY9491,130
T360,T376/1,17:26:14,0,-1,2,MY9491,14
T409,T368,17:26:14,0,-1,1,MX7866,71
T408/1,T343,17:26:24,0,-1,-1,MY7560,212
M183/2,M140/1,17:27:13,0,-1,2,MY9278,31
T368,T324/2,17:27:20,0,-1,1,MX7866,38
M277,M182/1,17:27:34,0,0,1,MX1693,126
M183/2,M140/1,17:27:34,0,3,2,MX3590,35
C688/1,C691,17:27:59,0,-1,1,MY9154,35
T324/2,T327,17:28:38,0,-1,1,MX7866,49
M140/1,M137/2,17:28:52,0,-1,1,MY9278,34
M16/1,M109,17:28:55,0,-1,2,MY9362,10
T376/1,T363/1,17:28:55,0,-1,2,MY9491,133
M140/1,M137/2,17:28:59,0,3,1,MX3590,34
T343,T316,17:29:02,0,-1,-1,MY7560,123
T327,T326/2,17:29:30,0,-1,1,MX7866,24
M137/2,M132/1,17:29:53,0,-1,1,MY9278,25
C691,C652,17:30:00,0,-1,2,MY9154,68
M137/2,M132/1,17:30:00,0,3,1,MX3590,14
T316,T345/5,17:30:33,0,-1,-1,MY7560,80
T326/2,T337,17:30:44,0,-1,1,MX7866,58
C652,C655,17:31:05,0,-1,-1,MY9154,31
T363/1,T374,17:31:09,0,-1,-1,MY9491,82
C653/2,C692,17:31:19,0,-1,1,MW3496,86
T337,T334,17:31:23,0,-1,1,MX7866,20
M132/1,M200,17:31:30,0,-1,3,MY9278,41
M132/1,M200,17:31:33,0,2,3,MX3590,41
T345/5,T344,17:31:37,0,-1,-1,MY7560,52
M109,M112,17:32:05,0,-1,1,MY9362,164
C692,C689/1,17:32:08,0,-1,1,MW3496,17
T374,T406,17:32:08,0,-1,-1,MY9491,35
C655,C657,17:32:26,0,-1,-1,MY9154,46
T344,T356/1,17:32:44,0,-1,-1,MY7560,35
M112,M127,17:32:51,0,-1,1,MY9362,39
T334,T430,17:32:51,0,-1,-1,MX7866,60
C657,C686,17:33:01,0,-1,-1,MY9154,24
M200,M201,17:33:05,0,-1,-1,MY9278,6
M200,M201,17:33:29,0,2,-1,MX3590,24
T335/2,T338,17:33:58,0,0,1,MX1693,10
M127,M125,17:34:19,0,-1,1,MY9362,52
C686,C656,17:34:33,0,-1,1,MY9154,31
T356/1,T358,17:34:43,0,-1,1,MY7560,70
M201,M121,17:34:43,0,-1,3,MY9278,87
M201,M121,17:35:15,0,2,3,MX3590,35
C656,C654/3,17:35:33,0,-1,1,MY9154,49
M125,M136/2,17:35:40,0,-1,1,MY9362,32
T338,T326/3,17:35:40,0,0,-1,MX1693,67
T358,T373/2,17:35:40,0,-1,1,MY7560,25
C689/1,T355/2,17:35:54,0,-1,2,MW3496,165
T326/3,T332/2,17:36:54,0,0,1,MX1693,49
M121,M119,17:37:01,0,-1,3,MY9278,63
M136/2,M139/2,17:37:08,0,-1,1,MY9362,63
T373/2,T375,17:37:20,0,-1,1,MY7560,57
M121,M119,17:37:30,0,2,3,MX3590,78
T406,T345/1,17:37:51,0,-1,-1,MY9491,314
T430,M177,17:38:13,0,-1,1,MX7866,294
T355/2,T360,17:38:20,0,-1,2,MW3496,139
T332/2,T325/3,17:38:39,0,0,-1,MX1693,72
T325/3,T339/4,17:39:25,0,0,-1,MX1693,13
T375,T380,17:39:35,0,-1,1,MY7560,85
M139/2,M184,17:39:56,0,-1,-1,MY9362,85
T360,T376/1,17:40:13,0,-1,2,MW3496,76
T380,T379,17:40:19,0,-1,1,MY7560,13
T345/1,T322,17:40:44,0,-1,-1,MY9491,128
M119,M113,17:40:47,0,2,-1,MX3590,150
M119,M113,17:40:51,0,-1,-1,MY9278,160
M184,M188,17:40:58,0,-1,-1,MY9362,48
T379,T359,17:41:05,0,-1,-1,MY7560,20
M95/3,M22,17:41:15,0,-1,3,MY9487,124
M188,M203/2,17:41:50,0,-1,1,MY9362,38
T339/4,T408/1,17:41:50,0,0,-1,MX1693,127
M177,M198,17:41:57,0,-1,2,MX7866,187
M203/2,M277,17:42:34,0,-1,-1,MY9362,36
T359,T355/1,17:42:37,0,-1,1,MY7560,82
T376/1,T363/1,17:42:48,0,-1,2,MW3496,144
T322,T342,17:43:16,0,-1,-1,MY9491,93
M113,M94,17:43:31,0,-1,-1,MY9278,125
M113,M94,17:43:39,0,2,-1,MX3590,129
M22,M10,17:43:49,0,-1,-1,MY9487,82
