startStation,endStation,time,weekday,passengerFlow,trafficCondition,busPlate,passbyNum,weather,arrivalDuration
C654/3,C653/2,9:47:49,4,-1,1,MY7560,0,2,80
T358,T373/2,9:48:09,4,-1,1,MX7866,0,2,30
M277,M182/1,9:49:04,4,-1,1,MY9362,0,2,146
T373/2,T375,9:49:04,4,-1,1,MX7866,0,2,20
C653/2,C692,9:49:15,4,-1,1,MY7560,0,2,54
T406,T345/1,9:49:45,4,-1,-1,MY9491,0,2,378
C654/3,C653/2,9:50:05,4,-1,1,MX7769,0,2,60
M16/1,M109,9:50:15,4,-1,1,AA7450,0,2,80
T375,T380,9:50:15,4,-1,1,MX7866,0,2,50
T380,T379,9:50:56,4,-1,1,MX7866,0,2,20
C692,C689/1,9:51:06,4,-1,1,MY7560,0,2,50
T379,T359,9:51:57,4,-1,1,MX7866,0,2,40
T345/1,T322,9:52:07,4,-1,-1,MY9491,0,2,121
T430,M177,9:52:17,4,-1,1,AA7537,0,2,267
C653/2,C689/1,9:52:27,4,-1,1,MX7769,1,2,131
M182/1,T431,9:53:08,4,-1,1,MY9362,0,2,212
T359,T355/1,9:53:28,4,-1,1,MX7866,0,2,60
M109,M112,9:53:38,4,-1,1,AA7450,0,2,141
T431,T335,9:54:39,4,-1,1,MY9362,0,2,80
C689/1,T355/2,9:54:39,4,-1,1,MY7560,0,2,161
T322,T342,9:54:59,4,-1,-1,MY9491,0,2,151
M177,M198,9:55:19,4,-1,2,AA7537,0,2,141
C689/1,T355/2,9:55:29,4,-1,1,MX7769,0,2,151
M112,M127,9:55:50,4,-1,1,AA7450,0,2,70
T335,T338,9:56:00,4,-1,1,MY9362,0,2,20
T342,T409,9:56:31,4,-1,1,MY9491,0,2,61
M198,M183/2,9:57:22,4,-1,2,AA7537,0,2,112
T355/2,T360,9:57:32,4,-1,1,MY7560,0,2,132
T355/1,C688/1,9:57:42,4,-1,2,MX7866,0,2,243
T355/2,T360,9:57:42,4,-1,1,MX7769,0,2,112
T409,T368,9:57:52,4,-1,1,MY9491,0,2,50
M127,M125,9:58:12,4,-1,1,AA7450,0,2,70
T338,T326/3,9:58:34,4,-1,-1,MY9362,0,2,112
C688/1,C691,9:58:34,4,-1,1,MX7866,0,2,21
T368,T324/2,9:58:54,4,-1,1,MY9491,0,2,31
M183/2,M140/1,9:59:04,4,-1,1,AA7537,0,2,10
T360,T376/1,9:59:35,4,-1,1,MY7560,0,2,102
T360,T376/1,9:59:35,4,-1,1,MX7769,0,2,102
M125,M136/2,9:59:55,4,-1,1,AA7450,0,2,71
T326/3,T332/2,9:59:55,4,-1,1,MY9362,0,2,71
C691,C652,10:00:15,4,-1,1,MX7866,0,2,60
M140/1,M137/2,10:00:25,4,-1,1,AA7537,0,2,20
M136/2,M139/2,10:00:36,4,-1,3,AA7450,0,2,20
T324/2,T327,10:00:36,4,-1,1,MY9491,0,2,71
T332/2,T325/2,10:01:06,4,-1,1,MY9362,0,2,60
M95/3,M22,10:01:26,4,-1,1,MY9487,0,2,91
C652,C655,10:01:26,4,-1,1,MX7866,0,2,40
M137/2,M132/1,10:01:26,4,-1,1,AA7537,0,2,20
T327,T326/2,10:01:47,4,-1,1,MY9491,0,2,20
T376/1,T363/1,10:01:57,4,-1,1,MY7560,0,2,131
T325/2,T339/2,10:02:07,4,-1,1,MY9362,0,2,20
T376/1,T363/1,10:02:07,4,-1,1,MX7769,0,2,131
M132/1,M200,10:02:37,4,-1,3,AA7537,0,2,30
T363/1,T374,10:02:47,4,-1,1,MX7769,0,2,30
T363/1,T374,10:02:57,4,-1,1,MY7560,0,2,30
C655,C657,10:03:07,4,-1,1,MX7866,0,2,50
M139/2,M184,10:03:18,4,-1,2,AA7450,0,2,60
M200,M201,10:03:18,4,-1,-1,AA7537,0,2,10
T374,T406,10:03:28,4,-1,1,MX7769,0,2,30
T326/2,T337,10:03:28,4,-1,1,MY9491,0,2,70
T374,T406,10:03:38,4,-1,1,MY7560,0,2,30
M22,M10,10:03:48,4,-1,2,MY9487,0,2,91
M184,M188,10:03:48,4,-1,1,AA7450,0,2,20
C657,C686,10:03:48,4,-1,1,MX7866,0,2,30
T337,T334,10:04:08,4,-1,1,MY9491,0,2,30
T339/2,T408/1,10:04:29,4,-1,-1,MY9362,0,2,91
M201,M121,10:04:59,4,-1,2,AA7537,0,2,91
M188,M203/2,10:05:09,4,-1,1,AA7450,0,2,20
T334,T430,10:05:29,4,-1,1,MY9491,0,2,60
C686,C656,10:05:49,4,-1,1,MX7866,0,2,70
M121,M119,10:06:34,4,-1,2,AA7537,0,2,85
M203/2,M277,10:06:44,4,-1,-1,AA7450,0,2,54
C656,C654/3,10:06:54,4,-1,1,MX7866,0,2,44
T408/1,T343,10:07:04,4,-1,-1,MY9362,0,2,125
M10,M16/1,10:07:15,4,-1,2,MY9487,0,2,85
M119,M113,10:08:25,4,-1,-1,AA7537,0,2,80
M277,M182/1,10:09:06,4,-1,1,AA7450,0,2,131
T343,T316,10:09:16,4,-1,1,MY9362,0,2,101
T406,T345/1,10:09:16,4,-1,-1,MX7769,0,2,307
T406,T345/1,10:09:26,4,-1,-1,MY7560,0,2,317
M113,M94,10:10:07,4,-1,-1,AA7537,0,2,20
T430,M177,10:10:27,4,-1,1,MY9491,0,2,287
C654/3,C653/2,10:10:37,4,-1,1,MX7866,0,2,80
T345/1,T322,10:11:17,4,-1,-1,MX7769,0,2,91
T345/1,T322,10:11:28,4,-1,-1,MY7560,0,2,101
M94,M95/3,10:11:48,4,-1,-1,AA7537,0,2,50
T316,T345/5,10:11:58,4,-1,1,MY9362,0,2,151
C653/2,C692,10:12:28,4,-1,-1,MX7866,0,2,70
M177,M198,10:12:49,4,-1,2,MY9491,0,2,111
M182/1,T431,10:12:59,4,-1,1,AA7450,0,2,202
T322,T342,10:12:59,4,-1,-1,MX7769,0,2,91
T322,T342,10:13:09,4,-1,-1,MY7560,0,2,81
C692,C689/1,10:13:19,4,-1,1,MX7866,0,2,20
T431,T335,10:14:42,4,-1,1,AA7450,0,2,72
T342,T409,10:14:42,4,-1,1,MX7769,0,2,92
T342,T409,10:14:52,4,-1,1,MY7560,0,2,82
T345/5,T344,10:15:12,4,-1,1,MY9362,0,2,173
M198,M183/2,10:15:12,4,-1,2,MY9491,0,2,133
T335,T338,10:15:22,4,-1,1,AA7450,0,2,20
M183/2,M140/1,10:15:53,4,-1,1,MY9491,0,2,10
M16/1,M127,10:16:03,4,-1,1,MY9487,2,2,386
T344,T356/1,10:16:13,4,-1,1,MY9362,0,2,30
T409,T368,10:16:23,4,-1,1,MX7769,0,2,81
T409,T368,10:16:23,4,-1,1,MY7560,0,2,81
C689/1,T355/2,10:16:34,4,-1,1,MX7866,0,2,122
T338,T326/3,10:16:54,4,-1,-1,AA7450,0,2,71
T368,T324/2,10:17:14,4,-1,1,MY7560,0,2,30
M95/3,M22,10:17:24,4,-1,2,AC3371,0,2,122
T368,T324/2,10:17:24,4,-1,1,MX7769,0,2,30
M140/1,M137/2,10:17:24,4,-1,1,MY9491,0,2,40
M127,M125,10:17:35,4,-1,1,MY9487,0,2,50
T326/3,T332/2,10:17:45,4,-1,1,AA7450,0,2,30
M137/2,M132/1,10:18:25,4,-1,1,MY9491,0,2,30
T355/2,T360,10:18:56,4,-1,1,MX7866,0,2,101
M125,M136/2,10:19:16,4,-1,1,MY9487,0,2,30
T332/2,T325/2,10:19:16,4,-1,1,AA7450,0,2,71
T356/1,T358,10:19:16,4,-1,1,MY9362,0,2,121
T324/2,T327,10:19:16,4,-1,1,MY7560,0,2,50
T324/2,T327,10:19:26,4,-1,1,MX7769,0,2,60
T325/2,T339/2,10:19:57,4,-1,1,AA7450,0,2,20
T360,T376/1,10:20:07,4,-1,1,MX7866,0,2,50
T327,T326/2,10:20:07,4,-1,1,MY7560,0,2,30
M132/1,M200,10:20:07,4,-1,2,MY9491,0,2,40
T358,T373/2,10:20:17,4,-1,1,MY9362,0,2,30
T327,T326/2,10:20:17,4,-1,1,MX7769,0,2,30
M22,M10,10:20:27,4,-1,1,AC3371,0,2,101
M136/2,M139/2,10:20:57,4,-1,1,MY9487,0,2,20
T376/1,T363/1,10:20:57,4,-1,1,MX7866,0,2,40
T326/2,T337,10:21:17,4,-1,1,MX7769,0,2,50
M200,M201,10:21:17,4,-1,-1,MY9491,0,2,20
T373/2,T375,10:21:38,4,-1,1,MY9362,0,2,40
M10,M16/1,10:22:08,4,-1,2,AC3371,0,2,60
T339/2,T408/1,10:22:08,4,-1,-1,AA7450,0,2,80
T337,T334,10:22:08,4,-1,1,MX7769,0,2,30
T363/1,T374,10:22:18,4,-1,1,MX7866,0,2,60
M201,M121,10:22:28,4,-1,2,MY9491,0,2,40
T375,T380,10:23:09,4,-1,1,MY9362,0,2,60
M139/2,M184,10:23:29,4,-1,2,MY9487,0,2,40
M121,M119,10:23:49,4,-1,2,MY9491,0,2,40
T380,T379,10:23:59,4,-1,1,MY9362,0,2,10
T326/2,T337,10:23:59,4,-1,1,MY7560,0,2,60
T334,T430,10:24:20,4,-1,1,MX7769,0,2,91
T337,T334,10:24:33,4,-1,1,MY7560,0,2,13
M184,M188,10:25:04,4,-1,1,MY9487,0,2,20
T379,T359,10:25:04,4,-1,1,MY9362,0,2,30
T408/1,T343,10:25:24,4,-1,-1,AA7450,0,2,175
M119,M113,10:25:24,4,-1,-1,MY9491,0,2,64
T334,T430,10:25:44,4,-1,1,MY7560,0,2,50
M16/1,M109,10:25:54,4,-1,1,AC3371,0,2,104
M113,M94,10:26:35,4,-1,-1,MY9491,0,2,30
M188,M203/2,10:26:45,4,-1,1,MY9487,0,2,80
T359,T355/1,10:27:06,4,-1,1,MY9362,0,2,81
M94,M95/3,10:27:26,4,-1,-1,MY9491,0,2,30
T343,T316,10:27:37,4,-1,1,AA7450,0,2,102
T430,M177,10:28:58,4,-1,1,MX7769,0,2,264
M109,M112,10:29:28,4,-1,2,AC3371,0,2,162
T316,T345/5,10:29:48,4,-1,1,AA7450,0,2,121
T374,T345/1,10:29:58,4,-1,-1,MX7866,1,2,449
T430,M177,10:30:29,4,-1,1,MY7560,0,2,274
M203/2,M182/1,10:30:39,4,-1,1,MY9487,1,2,182
T355/1,C688/1,10:30:59,4,-1,1,MY9362,0,2,222
M95/3,M22,10:31:09,4,-1,1,AC3709,0,2,60
M177,M198,10:31:39,4,-1,2,MX7769,0,2,131
C688/1,C691,10:32:00,4,-1,1,MY9362,0,2,20
T345/5,T344,10:32:10,4,-1,1,AA7450,0,2,101
M112,M127,10:32:20,4,-1,1,AC3371,0,2,80
T344,T356/1,10:33:10,4,-1,1,AA7450,0,2,40
T345/1,T322,10:33:10,4,-1,-1,MX7866,0,2,161
M22,M10,10:33:34,4,-1,2,AC3709,0,2,94
M177,M198,10:33:34,4,-1,2,MY7560,0,2,155
M198,M183/2,10:33:34,4,-1,2,MX7769,0,2,94
M183/2,M140/1,10:34:35,4,-1,1,MX7769,0,2,10
M182/1,T431,10:34:45,4,-1,1,MY9487,0,2,216
M127,M125,10:34:55,4,-1,1,AC3371,0,2,60
C691,C652,10:35:15,4,-1,1,MY9362,0,2,155
T356/1,T358,10:35:26,4,-1,1,AA7450,0,2,111
M10,M16/1,10:35:36,4,-1,2,AC3709,0,2,60
M198,M183/2,10:35:36,4,-1,2,MY7560,0,2,111
M140/1,M137/2,10:35:36,4,-1,1,MX7769,0,2,40
T322,T342,10:35:56,4,-1,-1,MX7866,0,2,155
T431,T335,10:36:06,4,-1,1,MY9487,0,2,70
M183/2,M140/1,10:36:16,4,-1,1,MY7560,0,2,10
C652,C655,10:36:26,4,-1,1,MY9362,0,2,30
T358,T373/2,10:36:36,4,-1,1,AA7450,0,2,40
T335,T338,10:36:57,4,-1,1,MY9487,0,2,10
M125,M136/2,10:37:07,4,-1,1,AC3371,0,2,70
M137/2,M132/1,10:37:07,4,-1,1,MX7769,0,2,30
T342,T409,10:37:17,4,-1,1,MX7866,0,2,40
M16/1,M109,10:37:37,4,-1,1,AC3709,0,2,60
M136/2,M139/2,10:37:47,4,-1,2,AC3371,0,2,10
C655,C657,10:37:47,4,-1,1,MY9362,0,2,40
T373/2,T375,10:38:18,4,-1,1,AA7450,0,2,40
C657,C686,10:38:28,4,-1,1,MY9362,0,2,30
T338,T326/3,10:38:38,4,-1,-1,MY9487,0,2,70
T409,T368,10:38:38,4,-1,1,MX7866,0,2,60
M140/1,M137/2,10:38:48,4,-1,1,MY7560,0,2,81
M139/2,M184,10:39:39,4,-1,2,AC3371,0,2,40
T326/3,T332/2,10:39:39,4,-1,1,MY9487,0,2,50
T368,T324/2,10:39:39,4,-1,1,MX7866,0,2,40
M137/2,M132/1,10:39:59,4,-1,1,MY7560,0,2,30
T375,T380,10:40:09,4,-1,-1,AA7450,0,2,70
M132/1,M200,10:40:09,4,-1,-1,MX7769,0,2,91
M109,M112,10:40:40,4,-1,-1,AC3709,0,2,141
C686,C656,10:40:40,4,-1,-1,MY9362,0,2,81
T332/2,T325/2,10:41:00,4,-1,-1,MY9487,0,2,50
T380,T359,10:41:00,4,-1,-1,AA7450,1,2,40
T324/2,T327,10:41:00,4,-1,-1,MX7866,0,2,60
M184,M188,10:41:10,4,-1,-1,AC3371,0,2,10
M200,M201,10:41:40,4,-1,-1,MX7769,0,2,20
T325/2,T339/2,10:41:50,4,-1,-1,MY9487,0,2,20
C656,C654/3,10:41:50,4,-1,-1,MY9362,0,2,60
T359,T355/1,10:42:11,4,-1,-1,AA7450,0,2,60
M132/1,M200,10:42:43,4,-1,-1,MY7560,0,2,113
M188,M203/2,10:42:54,4,-1,-1,AC3371,0,2,20
M201,M121,10:42:54,4,-1,-1,MX7769,0,2,42
M112,M127,10:43:04,4,-1,-1,AC3709,0,2,30
T339/2,T408/1,10:43:54,4,-1,-1,MY9487,0,2,81
M200,M201,10:43:54,4,-1,-1,MY7560,0,2,20
T327,T337,10:44:04,4,-1,-1,MX7866,1,2,123
M127,M125,10:44:15,4,-1,-1,AC3709,0,2,30
M121,M119,10:44:25,4,-1,-1,MX7769,0,2,50
T337,T334,10:45:26,4,-1,1,MX7866,0,2,30
M201,M121,10:45:36,4,-1,2,MY7560,0,2,40
M125,M136/2,10:45:46,4,-1,1,AC3709,0,2,30
M203/2,M182/1,10:45:56,4,-1,1,AC3371,1,2,162
T355/1,C688/1,10:45:56,4,-1,-1,AA7450,0,2,215
C654/3,C653/2,10:45:56,4,-1,1,MY9362,0,2,81
M136/2,M139/2,10:46:26,4,-1,2,AC3709,0,2,20
T408/1,T343,10:46:47,4,-1,-1,MY9487,0,2,141
T334,T430,10:46:47,4,-1,1,MX7866,0,2,50
M119,M113,10:46:57,4,-1,-1,MX7769,0,2,101
C688/1,C691,10:47:07,4,-1,1,AA7450,0,2,30
C653/2,C692,10:47:07,4,-1,-1,MY9362,0,2,60
M95/3,M22,10:47:17,4,-1,1,AC3674,0,2,30
M121,M119,10:47:17,4,-1,2,MY7560,0,2,50
M139/2,M184,10:48:18,4,-1,2,AC3709,0,2,40
C692,C689/1,10:48:18,4,-1,1,MY9362,0,2,40
C691,C652,10:48:48,4,-1,1,AA7450,0,2,70
M184,M188,10:49:08,4,-1,1,AC3709,0,2,10
M113,M94,10:49:08,4,-1,-1,MX7769,0,2,101
T343,T316,10:49:19,4,-1,1,MY9487,0,2,111
M22,M10,10:49:59,4,-1,2,AC3674,0,2,101
M119,M113,10:49:59,4,-1,-1,MY7560,0,2,131
C652,C655,10:50:09,4,-1,1,AA7450,0,2,30
M188,M203/2,10:50:19,4,-1,1,AC3709,0,2,60
C689/1,T355/2,10:50:40,4,-1,1,MY9362,0,2,111
M182/1,T335,10:50:50,4,-1,1,AC3371,1,2,263
C655,C657,10:51:32,4,-1,1,AA7450,0,2,52
T430,M177,10:51:32,4,-1,1,MX7866,0,2,275
M94,M95/3,10:51:42,4,-1,-1,MX7769,0,2,113
C657,C686,10:52:03,4,-1,1,AA7450,0,2,20
M10,M16/1,10:52:13,4,-1,3,AC3674,0,2,72
M113,M94,10:52:23,4,-1,-1,MY7560,0,2,103
T316,T345/5,10:52:34,4,-1,1,MY9487,0,2,165
T355/2,T360,10:53:05,4,-1,1,MY9362,0,2,134
M203/2,M182/1,10:53:35,4,-1,1,AC3709,1,2,175
T338,T326/3,10:53:35,4,-1,-1,AC3371,0,2,72
C686,C656,10:53:45,4,-1,1,AA7450,0,2,60
T345/5,T344,10:54:05,4,-1,1,MY9487,0,2,80
M177,M198,10:54:05,4,-1,2,MX7866,0,2,122
M16/1,M109,10:54:15,4,-1,2,AC3674,0,2,10
T360,T376/1,10:54:26,4,-1,1,MY9362,0,2,50
T344,T356/1,10:54:46,4,-1,1,MY9487,0,2,30
M94,M95/3,10:54:46,4,-1,-1,MY7560,0,2,111
C656,C654/3,10:55:06,4,-1,1,AA7450,0,2,50
T326/3,T325/2,10:55:57,4,-1,1,AC3371,1,2,131
T376/1,T363/1,10:56:27,4,-1,1,MY9362,0,2,70
M198,M183/2,10:56:27,4,-1,3,MX7866,0,2,131
T325/2,T339/2,10:56:47,4,-1,1,AC3371,0,2,20
M109,M112,10:56:58,4,-1,2,AC3674,0,2,141
M182/1,T431,10:56:58,4,-1,1,AC3709,0,2,192
T356/1,T358,10:57:08,4,-1,1,MY9487,0,2,101
M183/2,M140/1,10:57:28,4,-1,1,MX7866,0,2,10
T358,T373/2,10:57:48,4,-1,1,MY9487,0,2,30
T363/1,T374,10:57:48,4,-1,1,MY9362,0,2,30
T431,T335,10:58:08,4,-1,1,AC3709,0,2,60
M112,M127,10:58:29,4,-1,1,AC3674,0,2,40
T339/2,T408/1,10:58:39,4,-1,-1,AC3371,0,2,80
T335,T338,10:58:49,4,-1,1,AC3709,0,2,10
T373/2,T375,10:58:49,4,-1,1,MY9487,0,2,30
C654/3,C653/2,10:58:49,4,-1,1,AA7450,0,2,80
T374,T406,10:58:59,4,-1,2,MY9362,0,2,30
M140/1,M137/2,10:59:50,4,-1,1,MX7866,0,2,50
T338,T326/3,11:00:40,4,-1,-1,AC3709,0,2,50
C653/2,C692,11:00:40,4,-1,1,AA7450,0,2,91
M127,M125,11:00:51,4,-1,1,AC3674,0,2,20
T408/1,T343,11:00:51,4,-1,-1,AC3371,0,2,121
T375,T379,11:01:01,4,-1,1,MY9487,1,2,91
T326/3,T332/2,11:01:34,4,-1,1,AC3709,0,2,43
T379,T359,11:01:34,4,-1,1,MY9487,0,2,23
T343,T316,11:02:45,4,-1,1,AC3371,0,2,84
M137/2,M132/1,11:02:45,4,-1,1,MX7866,0,2,84
T359,T355/1,11:03:06,4,-1,1,MY9487,0,2,70
T332/2,T325/2,11:03:36,4,-1,1,AC3709,0,2,70
M132/1,M200,11:04:27,4,-1,3,MX7866,0,2,50
M125,M136/2,11:04:37,4,-1,1,AC3674,0,2,91
T325/2,T339/2,11:04:37,4,-1,1,AC3709,0,2,20
T406,T345/1,11:04:47,4,-1,-1,MY9362,0,2,337
T316,T345/5,11:04:57,4,-1,1,AC3371,0,2,91
C689/1,T355/2,11:05:17,4,-1,1,AA7450,0,2,172
M200,M201,11:05:27,4,-1,-1,MX7866,0,2,10
M136/2,M139/2,11:06:38,4,-1,2,AC3674,0,2,70
T339/2,T408/1,11:06:48,4,-1,-1,AC3709,0,2,80
T345/5,T344,11:06:48,4,-1,1,AC3371,0,2,30
M201,M121,11:07:08,4,-1,2,MX7866,0,2,80
T344,T356/1,11:07:39,4,-1,1,AC3371,0,2,30
T355/1,C688/1,11:07:39,4,-1,-1,MY9487,0,2,242
M139/2,M184,11:08:09,4,-1,2,AC3674,0,2,30
T355/2,T360,11:08:09,4,-1,1,AA7450,0,2,131
M121,M119,11:08:19,4,-1,2,MX7866,0,2,40
T408/1,T343,11:08:50,4,-1,-1,AC3709,0,2,91
T345/1,T322,11:08:50,4,-1,-1,MY9362,0,2,222
C688/1,C691,11:09:20,4,-1,1,MY9487,0,2,40
M184,M188,11:09:32,4,-1,1,AC3674,0,2,12
T360,T376/1,11:09:42,4,-1,1,AA7450,0,2,82
M22,M10,11:10:34,4,-1,1,AA7537,0,2,114
T356/1,T358,11:10:44,4,-1,1,AC3371,0,2,155
C691,C652,11:10:54,4,-1,1,MY9487,0,2,62
M119,M113,11:10:54,4,-1,-1,MX7866,0,2,114
T343,T316,11:11:05,4,-1,2,AC3709,0,2,92
T322,T342,11:11:15,4,-1,-1,MY9362,0,2,124
M188,M203/2,11:11:25,4,-1,1,AC3674,0,2,20
T358,T373/2,11:11:25,4,-1,1,AC3371,0,2,30
T376/1,T363/1,11:11:25,4,-1,1,AA7450,0,2,92
C652,C655,11:11:55,4,-1,1,MY9487,0,2,30
T373/2,T375,11:12:36,4,-1,1,AC3371,0,2,40
T363/1,T374,11:12:36,4,-1,1,AA7450,0,2,40
T342,T409,11:12:46,4,-1,1,MY9362,0,2,50
T316,T345/5,11:13:07,4,-1,-1,AC3709,0,2,111
M203/2,M277,11:13:17,4,-1,-1,AC3674,0,2,61
C655,C657,11:13:17,4,-1,1,MY9487,0,2,51
T374,T406,11:13:17,4,-1,2,AA7450,0,2,30
M113,M94,11:13:37,4,-1,-1,MX7866,0,2,121
T375,T380,11:13:47,4,-1,1,AC3371,0,2,51
M95/3,M22,11:14:07,4,-1,1,MY7560,0,2,81
T409,T368,11:14:17,4,-1,1,MY9362,0,2,60
M10,M16/1,11:14:28,4,-1,2,AA7537,0,2,80
T345/5,T344,11:14:28,4,-1,1,AC3709,0,2,60
C657,C686,11:14:28,4,-1,1,MY9487,0,2,50
M94,M95/3,11:14:28,4,-1,-1,MX7866,0,2,40
T380,T379,11:14:38,4,-1,1,AC3371,0,2,20
T344,T356/1,11:15:08,4,-1,1,AC3709,0,2,20
T368,T324/2,11:15:18,4,-1,1,MY9362,0,2,40
M277,M182/1,11:15:38,4,-1,1,AC3674,0,2,131
C686,C656,11:16:09,4,-1,1,MY9487,0,2,50
M22,M10,11:16:49,4,-1,1,MY7560,0,2,80
T356/1,T358,11:16:59,4,-1,1,AC3709,0,2,60
T324/2,T327,11:16:59,4,-1,1,MY9362,0,2,70
C656,C654/3,11:17:10,4,-1,1,MY9487,0,2,50
M16/1,M109,11:17:20,4,-1,1,AA7537,0,2,60
T379,T355/1,11:17:20,4,-1,1,AC3371,1,2,131
T358,T373/2,11:17:52,4,-1,1,AC3709,0,2,20
T327,T326/2,11:18:02,4,-1,1,MY9362,0,2,30
T373/2,T375,11:18:53,4,-1,1,AC3709,0,2,31
T326/2,T337,11:18:53,4,-1,1,MY9362,0,2,41
T406,T345/1,11:19:03,4,-1,-1,AA7450,0,2,336
M10,M16/1,11:19:24,4,-1,2,MY7560,0,2,81
T337,T334,11:19:34,4,-1,1,MY9362,0,2,20
T375,T380,11:19:44,4,-1,1,AC3709,0,2,20
M182/1,T431,11:19:54,4,-1,1,AC3674,0,2,205
T380,T379,11:20:04,4,-1,1,AC3709,0,2,10
T379,T359,11:20:45,4,-1,1,AC3709,0,2,20
T355/1,C688/1,11:21:05,4,-1,1,AC3371,0,2,203
C654/3,C653/2,11:21:05,4,-1,1,MY9487,0,2,80
T334,T430,11:21:05,4,-1,1,MY9362,0,2,80
M16/1,M109,11:21:25,4,-1,1,MY7560,0,2,20
T345/1,T322,11:21:25,4,-1,-1,AA7450,0,2,121
T431,T335,11:21:45,4,-1,1,AC3674,0,2,80
M109,M112,11:22:06,4,-1,2,AA7537,0,2,212
T359,T355/1,11:22:06,4,-1,1,AC3709,0,2,60
T335,T338,11:22:26,4,-1,1,AC3674,0,2,10
C688/1,C691,11:22:56,4,-1,1,AC3371,0,2,70
C653/2,C692,11:23:06,4,-1,1,MY9487,0,2,111
M112,M127,11:23:57,4,-1,1,AA7537,0,2,40
T338,T326/3,11:23:57,4,-1,-1,AC3674,0,2,60
T322,T342,11:24:07,4,-1,-1,AA7450,0,2,121
C691,C652,11:24:17,4,-1,1,AC3371,0,2,70
M127,M125,11:24:58,4,-1,1,AA7537,0,2,30
T326/3,T332/2,11:24:58,4,-1,1,AC3674,0,2,40
C692,C689/1,11:25:08,4,-1,1,MY9487,0,2,60
T355/1,C688/1,11:25:28,4,-1,1,AC3709,0,2,192
C652,C655,11:25:28,4,-1,1,AC3371,0,2,30
T342,T409,11:25:39,4,-1,1,AA7450,0,2,50
T430,M177,11:26:09,4,-1,1,MY9362,0,2,293
C688/1,C691,11:26:29,4,-1,1,AC3709,0,2,40
T332/2,T325/2,11:26:39,4,-1,1,AC3674,0,2,70
C655,C657,11:26:39,4,-1,1,AC3371,0,2,50
M95/3,M22,11:27:10,4,-1,1,MY9491,0,2,40
T325/2,T339/2,11:27:30,4,-1,1,AC3674,0,2,20
C657,C686,11:27:30,4,-1,1,AC3371,0,2,30
T409,T368,11:27:30,4,-1,1,AA7450,0,2,70
M109,M112,11:27:40,4,-1,2,MY7560,0,2,283
C691,C652,11:28:34,4,-1,1,AC3709,0,2,104
C689/1,T355/2,11:28:34,4,-1,1,MY9487,0,2,155
T368,T324/2,11:28:34,4,-1,1,AA7450,0,2,43
M22,M10,11:29:15,4,-1,1,MY9491,0,2,94
M125,M139/2,11:29:15,4,-1,2,AA7537,1,2,195
T339/2,T408/1,11:29:15,4,-1,-1,AC3674,0,2,74
M112,M127,11:29:35,4,-1,1,MY7560,0,2,40
C652,C655,11:29:45,4,-1,1,AC3709,0,2,30
C686,C656,11:29:45,4,-1,2,AC3371,0,2,60
M177,M198,11:29:45,4,-1,2,MY9362,0,2,175
M139/2,M184,11:30:25,4,-1,2,AA7537,0,2,30
T324/2,T327,11:30:25,4,-1,1,AA7450,0,2,80
M127,M125,11:30:46,4,-1,1,MY7560,0,2,40
C656,C654/3,11:30:46,4,-1,1,AC3371,0,2,50
T408/1,T343,11:31:06,4,-1,-1,AC3674,0,2,60
C655,C657,11:31:16,4,-1,1,AC3709,0,2,60
T355/2,T360,11:31:16,4,-1,1,MY9487,0,2,111
T327,T326/2,11:31:16,4,-1,1,AA7450,0,2,30
M184,M188,11:31:26,4,-1,1,AA7537,0,2,10
M10,M16/1,11:31:46,4,-1,2,MY9491,0,2,91
C657,C686,11:31:46,4,-1,1,AC3709,0,2,20
M198,M183/2,11:31:46,4,-1,2,MY9362,0,2,91
M125,M136/2,11:32:27,4,-1,1,MY7560,0,2,50
T326/2,T337,11:32:27,4,-1,1,AA7450,0,2,60
M188,M203/2,11:32:47,4,-1,1,AA7537,0,2,10
T337,T334,11:33:08,4,-1,1,AA7450,0,2,20
C686,C656,11:33:18,4,-1,1,AC3709,0,2,50
T343,T316,11:33:28,4,-1,1,AC3674,0,2,91
M183/2,M140/1,11:33:28,4,-1,1,MY9362,0,2,10
M16/1,M109,11:33:48,4,-1,1,MY9491,0,2,70
M136/2,M139/2,11:34:18,4,-1,2,MY7560,0,2,80
C656,C654/3,11:34:18,4,-1,1,AC3709,0,2,50
M203/2,M277,11:34:29,4,-1,-1,AA7537,0,2,60
C654/3,C653/2,11:35:09,4,-1,1,AC3371,0,2,101
T316,T345/5,11:35:19,4,-1,1,AC3674,0,2,101
M139/2,M184,11:35:50,4,-1,2,MY7560,0,2,40
M140/1,M137/2,11:36:00,4,-1,1,MY9362,0,2,101
C653/2,C692,11:36:44,4,-1,-1,AC3371,0,2,84
T360,T376/1,11:36:44,4,-1,1,MY9487,0,2,125
M184,M188,11:37:04,4,-1,1,MY7560,0,2,30
M277,M182/1,11:37:04,4,-1,1,AA7537,0,2,145
M137/2,M132/1,11:37:24,4,-1,1,MY9362,0,2,64
M109,M112,11:37:44,4,-1,1,MY9491,0,2,155
M188,M203/2,11:38:35,4,-1,1,MY7560,0,2,70
C654/3,C653/2,11:38:55,4,-1,1,AC3709,0,2,80
T376/1,T363/1,11:39:05,4,-1,1,MY9487,0,2,131
