startStation,endStation,time,weekday,passengerFlow,trafficCondition,busPlate,passbyNum,weather,arrivalDuration
M201,M121,7:54:16,3,-1,1,MX7769,0,2,50
T376/1,T363/1,7:54:46,3,-1,1,AA7537,0,2,101
T356/1,T358,7:54:57,3,-1,1,MY9487,0,2,141
T332/2,T325/2,7:55:27,3,-1,1,AA7450,0,2,192
T326/2,T337,7:55:27,3,-1,1,MX7866,0,2,80
T325/2,T339/2,7:56:07,3,-1,1,AA7450,0,2,20
M16/1,M109,7:56:18,3,-1,1,MY7560,0,2,80
T358,T373/2,7:56:18,3,-1,1,MY9487,0,2,30
T363/1,T374,7:56:18,3,-1,1,AA7537,0,2,50
T337,T334,7:56:18,3,-1,1,MX7866,0,2,20
T374,T406,7:57:08,3,-1,2,AA7537,0,2,30
T373/2,T375,7:57:28,3,-1,1,MY9487,0,2,30
T334,T430,7:57:49,3,-1,1,MX7866,0,2,40
T339/2,T408/1,7:57:59,3,-1,-1,AA7450,0,2,80
M121,M119,7:58:09,3,-1,2,MX7769,0,2,171
T375,T380,7:58:19,3,-1,1,MY9487,0,2,20
T380,T379,7:59:10,3,-1,1,MY9487,0,2,10
T379,T359,7:59:54,3,-1,1,MY9487,0,2,20
M109,M112,8:00:04,3,-1,1,MY7560,0,2,155
T408/1,T343,8:00:25,3,-1,-1,AA7450,0,2,125
T359,T355/1,8:01:15,3,-1,1,MY9487,0,2,60
T406,T345/1,8:01:56,3,-1,-1,AA7537,0,2,267
T343,T316,8:02:46,3,-1,1,AA7450,0,2,91
M112,M127,8:02:56,3,-1,1,MY7560,0,2,50
T430,M177,8:02:56,3,-1,1,MX7866,0,2,277
M95/3,M22,8:03:57,3,-1,1,MY9491,0,2,338
T345/1,T322,8:04:48,3,-1,-1,AA7537,0,2,131
T316,T345/5,8:04:58,3,-1,1,AA7450,0,2,121
M127,M125,8:05:18,3,-1,1,MY7560,0,2,70
T355/1,C688/1,8:05:28,3,-1,1,MY9487,0,2,242
M177,M198,8:05:58,3,-1,1,MX7866,0,2,141
T322,T342,8:06:29,3,-1,-1,AA7537,0,2,80
T345/5,T344,8:06:49,3,-1,1,AA7450,0,2,70
M198,M183/2,8:06:59,3,-1,2,MX7866,0,2,50
M125,M136/2,8:07:20,3,-1,1,MY7560,0,2,40
C688/1,C691,8:07:40,3,-1,1,MY9487,0,2,70
T344,T356/1,8:07:50,3,-1,1,AA7450,0,2,30
T342,T409,8:08:20,3,-1,1,AA7537,0,2,70
M136/2,M139/2,8:09:04,3,-1,1,MY7560,0,2,74
T356/1,T358,8:09:14,3,-1,1,AA7450,0,2,74
C691,C652,8:09:14,3,-1,1,MY9487,0,2,53
M183/2,M140/1,8:09:14,3,-1,1,MX7866,0,2,53
M139/2,M184,8:10:25,3,-1,1,MY7560,0,2,40
T358,T373/2,8:10:25,3,-1,1,AA7450,0,2,30
C652,C655,8:10:35,3,-1,1,MY9487,0,2,40
T409,T368,8:10:35,3,-1,1,AA7537,0,2,101
M140/1,M137/2,8:10:55,3,-1,1,MX7866,0,2,60
M22,M10,8:11:16,3,-1,2,MY9491,0,2,151
M184,M188,8:11:36,3,-1,1,MY7560,0,2,10
T373/2,T375,8:11:36,3,-1,1,AA7450,0,2,40
T368,T324/2,8:11:46,3,-1,1,AA7537,0,2,30
M137/2,M132/1,8:11:46,3,-1,1,MX7866,0,2,20
M113,M94,8:11:46,3,-1,-1,MX7769,0,2,141
C655,C657,8:12:06,3,-1,1,MY9487,0,2,60
T375,T380,8:12:27,3,-1,1,AA7450,0,2,20
C657,C686,8:12:37,3,-1,1,MY9487,0,2,20
M188,M203/2,8:13:17,3,-1,1,MY7560,0,2,20
T380,T379,8:13:17,3,-1,1,AA7450,0,2,20
T324/2,T327,8:13:48,3,-1,1,AA7537,0,2,70
T379,T359,8:13:58,3,-1,1,AA7450,0,2,20
M203/2,M277,8:14:38,3,-1,-1,MY7560,0,2,40
C686,C656,8:14:38,3,-1,1,MY9487,0,2,80
M94,M95/3,8:14:48,3,-1,-1,MX7769,0,2,141
T359,T355/1,8:15:19,3,-1,1,AA7450,0,2,60
M132/1,M200,8:15:29,3,-1,2,MX7866,0,2,172
M95/3,M22,8:15:39,3,-1,2,MY9362,0,2,141
M10,M16/1,8:15:49,3,-1,2,MY9491,0,2,243
C656,C654/3,8:16:31,3,-1,1,MY9487,0,2,62
T327,T337,8:16:31,3,-1,1,AA7537,1,2,123
M200,M201,8:17:02,3,-1,-1,MX7866,0,2,52
M277,M182/1,8:17:12,3,-1,1,MY7560,0,2,143
T337,T334,8:17:35,3,-1,1,AA7537,0,2,22
M16/1,M109,8:18:15,3,-1,2,MY9491,0,2,63
M201,M121,8:18:25,3,-1,3,MX7866,0,2,63
T334,T430,8:19:16,3,-1,1,AA7537,0,2,70
T355/1,C688/1,8:20:06,3,-1,1,AA7450,0,2,257
M22,M10,8:20:37,3,-1,2,MY9362,0,2,172
C688/1,C691,8:21:38,3,-1,1,AA7450,0,2,30
C654/3,C653/2,8:21:38,3,-1,1,MY9487,0,2,81
M182/1,T431,8:21:48,3,-1,1,MY7560,0,2,242
M121,M119,8:22:28,3,-1,3,MX7866,0,2,192
C691,C652,8:22:38,3,-1,1,AA7450,0,2,30
C653/2,C692,8:23:29,3,-1,1,MY9487,0,2,91
T431,T335,8:23:39,3,-1,1,MY7560,0,2,80
T430,M177,8:23:49,3,-1,1,AA7537,0,2,253
T335,T338,8:24:20,3,-1,1,MY7560,0,2,10
C652,C655,8:24:50,3,-1,1,AA7450,0,2,121
M109,M112,8:25:00,3,-1,2,MY9491,0,2,273
M10,M16/1,8:25:10,3,-1,2,MY9362,0,2,212
C692,C689/1,8:25:20,3,-1,1,MY9487,0,2,80
T338,T326/3,8:25:44,3,-1,-1,MY7560,0,2,53
C655,C657,8:26:04,3,-1,1,AA7450,0,2,43
M177,M198,8:26:44,3,-1,2,AA7537,0,2,134
C657,C686,8:26:55,3,-1,1,AA7450,0,2,20
T326/3,T332/2,8:27:05,3,-1,2,MY7560,0,2,70
M112,M127,8:28:16,3,-1,2,MY9491,0,2,80
M198,M183/2,8:28:16,3,-1,2,AA7537,0,2,80
C686,C656,8:28:26,3,-1,1,AA7450,0,2,30
C689/1,T355/2,8:28:46,3,-1,1,MY9487,0,2,172
M16/1,M109,8:28:56,3,-1,1,MY9362,0,2,91
C656,C654/3,8:29:57,3,-1,1,AA7450,0,2,60
M183/2,M140/1,8:30:17,3,-1,1,AA7537,0,2,10
M127,M125,8:30:27,3,-1,1,MY9491,0,2,61
T355/2,T360,8:31:18,3,-1,1,MY9487,0,2,121
M95/3,M22,8:31:28,3,-1,1,MX7769,0,2,142
T332/2,T325/2,8:31:48,3,-1,1,MY7560,0,2,273
M125,M136/2,8:32:19,3,-1,1,MY9491,0,2,30
T325/2,T339/2,8:32:49,3,-1,1,MY7560,0,2,20
C654/3,C653/2,8:32:59,3,-1,1,AA7450,0,2,121
M140/1,M137/2,8:33:09,3,-1,1,AA7537,0,2,111
T360,T376/1,8:33:20,3,-1,1,MY9487,0,2,111
M136/2,M139/2,8:33:43,3,-1,1,MY9491,0,2,33
M137/2,M132/1,8:34:14,3,-1,2,AA7537,0,2,20
M22,M10,8:34:44,3,-1,2,MX7769,0,2,175
C653/2,C692,8:34:44,3,-1,1,AA7450,0,2,50
M109,M112,8:34:54,3,-1,2,MY9362,0,2,297
T376/1,T363/1,8:35:04,3,-1,1,MY9487,0,2,91
M132/1,M200,8:35:36,3,-1,3,AA7537,0,2,21
M139/2,M184,8:35:56,3,-1,2,MY9491,0,2,41
T339/2,T408/1,8:36:06,3,-1,-1,MY7560,0,2,166
C692,C689/1,8:36:26,3,-1,1,AA7450,0,2,61
M200,M201,8:36:36,3,-1,-1,AA7537,0,2,20
T363/1,T374,8:37:17,3,-1,1,MY9487,0,2,81
M10,M16/1,8:37:37,3,-1,3,MX7769,0,2,111
M184,M188,8:37:37,3,-1,2,MY9491,0,2,60
M201,M121,8:37:37,3,-1,3,AA7537,0,2,40
M112,M127,8:37:47,3,-1,2,MY9362,0,2,70
M188,M203/2,8:38:08,3,-1,1,MY9491,0,2,10
T374,T406,8:38:28,3,-1,1,MY9487,0,2,40
M121,M119,8:39:19,3,-1,2,AA7537,0,2,30
M203/2,M277,8:39:29,3,-1,-1,MY9491,0,2,50
T408/1,T343,8:39:29,3,-1,-1,MY7560,0,2,192
C689/1,T355/2,8:39:39,3,-1,1,AA7450,0,2,131
M127,M125,8:41:20,3,-1,1,MY9362,0,2,202
M16/1,M109,8:41:30,3,-1,2,MX7769,0,2,91
M277,M182/1,8:41:40,3,-1,1,MY9491,0,2,121
T343,T316,8:42:21,3,-1,1,MY7560,0,2,91
M119,M113,8:42:21,3,-1,-1,AA7537,0,2,131
T355/2,T360,8:42:44,3,-1,1,AA7450,0,2,144
M125,M136/2,8:42:54,3,-1,1,MY9362,0,2,43
M136/2,M139/2,8:44:35,3,-1,2,MY9362,0,2,70
T360,T376/1,8:44:56,3,-1,1,AA7450,0,2,111
T316,T345/5,8:45:16,3,-1,1,MY7560,0,2,151
T406,T345/1,8:45:16,3,-1,-1,MY9487,0,2,367
M113,M94,8:45:46,3,-1,-1,AA7537,0,2,121
M182/1,T431,8:45:56,3,-1,1,MY9491,0,2,225
T376/1,T363/1,8:46:58,3,-1,1,AA7450,0,2,81
M139/2,M184,8:47:08,3,-1,2,MY9362,0,2,92
T431,T335,8:47:44,3,-1,1,MY9491,0,2,85
T335,T338,8:48:14,3,-1,1,MY9491,0,2,10
T345/5,T344,8:48:14,3,-1,1,MY7560,0,2,137
M109,M112,8:48:34,3,-1,2,MX7769,0,2,360
M184,M188,8:48:34,3,-1,1,MY9362,0,2,20
T363/1,T374,8:48:44,3,-1,1,AA7450,0,2,60
M188,M203/2,8:49:35,3,-1,1,MY9362,0,2,10
T338,T326/3,8:49:35,3,-1,-1,MY9491,0,2,60
M94,M95/3,8:49:35,3,-1,-1,AA7537,0,2,167
T344,T356/1,8:49:55,3,-1,1,MY7560,0,2,70
T374,T406,8:50:05,3,-1,1,AA7450,0,2,50
T326/3,T332/2,8:50:26,3,-1,2,MY9491,0,2,40
M112,M127,8:50:56,3,-1,2,MX7769,0,2,90
T345/1,T322,8:51:06,3,-1,-1,MY9487,0,2,329
M203/2,M277,8:51:16,3,-1,-1,MY9362,0,2,60
