startStation,endStation,time,weekday,passengerFlow,trafficCondition,busPlate,arrivalDuration
T323,T324/2,09:52:23,3,-1,1,AB5425,10
T324/2,T327,09:53:34,3,-1,1,AB5425,59
T327,T326/1,09:54:35,3,-1,1,AB5425,30
T326/1,T337,09:55:53,3,-1,-1,AB5425,52
C688/1,C691,09:57:04,3,-1,1,AC1346,37
C670,C679,09:57:53,3,-1,-1,AB5900,38
C691,C652,09:58:24,3,-1,1,AC1346,69
C652,C655,09:59:17,3,-1,-1,AC1346,29
C679,C694,09:59:35,3,-1,-1,AB5900,91
C694,C669/2,10:00:27,3,-1,-1,AB5900,41
C694,C669/2,10:00:34,3,-1,-1,AB5900,3
C660,C662,10:02:11,3,-1,1,AC1346,20
C662,C664,10:02:43,3,-1,1,AC1346,23
C687,C675,10:02:43,3,-1,-1,AB5900,63
C664,C666,10:03:06,3,-1,1,AC1346,13
C675,C668,10:03:13,3,-1,1,AB5900,16
C666,C677,10:03:30,3,-1,-1,AC1346,16
C668,C678,10:03:37,3,-1,1,AB5900,10
C677,C667,10:04:00,3,-1,1,AC1346,23
C678,C665,10:04:12,3,-1,-1,AB5900,21
C667,C676,10:04:25,3,-1,-1,AC1346,13
C665,C663,10:04:36,3,-1,1,AB5900,13
C663,C661,10:05:20,3,-1,1,AB5900,33
C676,C680,10:05:23,3,-1,-1,AC1346,50
T336/2,T335/2,10:05:40,3,-1,1,AB6017,30
C661,C659,10:05:57,3,-1,-1,AB5900,27
C680,C669/1,10:06:07,3,-1,-1,AC1346,13
T335/2,T338,10:06:34,3,-1,-1,AB6017,23
C659,C656,10:07:08,3,-1,1,AB5900,33
C669/1,C693,10:07:11,3,-1,-1,AC1346,37
T338,T326/3,10:08:02,3,-1,-1,AB6017,57
C656,C654/2,10:08:06,3,-1,1,AB5900,47
C693,C681,10:09:10,3,-1,-1,AC1346,111
T326/3,T332/2,10:09:30,3,-1,1,AB6017,40
C654/2,C653/2,10:09:57,3,-1,2,AB5900,47
C681,C671,10:10:18,3,-1,-1,AC1346,44
T332/2,T325/2,10:11:02,3,-1,-1,AB6017,60
T325/2,T339/4,10:11:32,3,-1,-1,AB6017,16
C653/2,C692,10:11:42,3,-1,1,AB5900,94
C671,C695,10:12:05,3,-1,-1,AC1346,77
T339/4,T313,10:13:20,3,-1,1,AB6017,91
C695,C673,10:14:04,3,-1,-1,AC1346,88
T313,T315,10:14:20,3,-1,1,AB6017,20
C692,C689/1,10:14:27,3,-1,1,AB5900,131
C673,C672,10:14:41,3,-1,-1,AC1346,26
T315,T375,10:15:55,3,-1,1,AB6017,60
T375,T380,10:16:39,3,-1,-1,AB6017,26
C689/1,T360,10:17:00,3,-1,-1,AB5900,108
C672,C670,10:17:20,3,-1,-1,AC1346,128
T380,T379,10:17:23,3,-1,1,AB6017,13
C670,C679,10:18:07,3,-1,-1,AC1346,37
T379,T359,10:18:11,3,-1,1,AB6017,17
T359,T355/1,10:19:19,3,-1,3,AB6017,58
T360,T376/1,10:19:43,3,-1,1,AB5900,125
C679,C694,10:20:30,3,-1,-1,AC1346,139
C694,C669/2,10:21:17,3,-1,-1,AC1346,36
T376/1,T363/1,10:21:20,3,-1,1,AB5900,87
C669/2,C687,10:21:54,3,-1,-1,AC1346,16
T363/1,T306,10:22:49,3,-1,2,AB5900,71
C687,C675,10:22:59,3,-1,1,AC1346,55
C675,C668,10:23:26,3,-1,-1,AC1346,20
T306,T314/2,10:23:39,3,-1,-1,AB5900,40
C668,C678,10:23:46,3,-1,-1,AC1346,10
C678,C665,10:24:18,3,-1,-1,AC1346,20
T314/2,T318,10:24:21,3,-1,-1,AB5900,16
T318,T319,10:24:38,3,-1,-1,AB5900,6
C665,C663,10:24:42,3,-1,1,AC1346,17
C688/1,C691,10:25:05,3,-1,1,AB6017,30
C663,C661,10:25:16,3,-1,1,AC1346,27
C661,C659,10:25:43,3,-1,1,AC1346,20
T319,T320,10:25:43,3,-1,-1,AB5900,50
T320,T321/2,10:26:30,3,-1,-1,AB5900,16
C691,C652,10:27:04,3,-1,1,AB6017,70
C659,C656,10:27:14,3,-1,1,AC1346,50
T321/2,T323,10:27:34,3,-1,1,AB5900,23
T323,T324/2,10:28:05,3,-1,1,AB5900,13
C652,C655,10:28:15,3,-1,-1,AB6017,37
C656,C654/2,10:28:15,3,-1,1,AC1346,50
C655,C657,10:28:59,3,-1,-1,AB6017,40
T324/2,T327,10:29:30,3,-1,1,AB5900,57
C654/2,C653/2,10:29:36,3,-1,1,AC1346,50
C657,C660,10:29:47,3,-1,1,AB6017,37
C660,C662,10:30:14,3,-1,1,AB6017,20
T327,T326/1,10:30:28,3,-1,1,AB5900,27
C662,C664,10:30:55,3,-1,1,AB6017,27
C653/2,C692,10:31:26,3,-1,1,AC1346,71
C664,C666,10:31:33,3,-1,1,AB6017,23
C666,C677,10:31:53,3,-1,-1,AB6017,13
C677,C667,10:32:31,3,-1,-1,AB6017,20
C667,C676,10:32:58,3,-1,-1,AB6017,16
C692,C689/1,10:33:12,3,-1,1,AC1346,78
C676,C680,10:34:07,3,-1,-1,AB6017,62
T326/1,T337,10:34:31,3,-1,1,AB5900,68
C680,C669/1,10:34:56,3,-1,-1,AB6017,20
T336/2,T335/2,10:35:27,3,-1,1,AB5425,30
C689/1,T360,10:35:51,3,-1,-1,AC1346,127
T335/2,T338,10:36:15,3,-1,-1,AB5425,13
C669/1,C693,10:36:28,3,-1,-1,AB6017,57
T360,T376/1,10:36:52,3,-1,1,AC1346,20
T338,T326/3,10:37:51,3,-1,-1,AB5425,58
T376/1,T363/1,10:38:14,3,-1,1,AC1346,65
T326/3,T332/2,10:38:48,3,-1,1,AB5425,40
T363/1,T306,10:39:40,3,-1,1,AC1346,55
T332/2,T325/2,10:40:49,3,-1,-1,AB5425,83
C671,C695,10:41:10,3,-1,-1,AB6017,86
T325/2,T339/4,10:41:17,3,-1,-1,AB5425,13
T318,T319,10:42:12,3,-1,-1,AC1346,51
C695,C673,10:42:46,3,-1,-1,AB6017,85
T339/4,T313,10:43:13,3,-1,1,AB5425,96
T319,T320,10:43:13,3,-1,-1,AC1346,31
C673,C672,10:44:01,3,-1,-1,AB6017,51
T313,T315,10:44:04,3,-1,1,AB5425,20
T320,T321/2,10:44:04,3,-1,-1,AC1346,13
T321/2,T323,10:45:06,3,-1,1,AC1346,41
T315,T375,10:45:41,3,-1,1,AB5425,87
T323,T324/2,10:45:45,3,-1,1,AC1346,3
T375,T380,10:46:52,3,-1,1,AB5425,31
T324/2,T327,10:46:52,3,-1,1,AC1346,56
C672,C670,10:47:17,3,-1,1,AB6017,176
T380,T379,10:47:31,3,-1,1,AB5425,13
T327,T326/1,10:47:34,3,-1,1,AC1346,20
T379,T359,10:48:05,3,-1,1,AB5425,20
C670,C679,10:48:05,3,-1,1,AB6017,41
T326/1,T337,10:48:33,3,-1,1,AC1346,48
T359,T355/1,10:49:22,3,-1,1,AB5425,66
C679,C694,10:50:11,3,-1,-1,AB6017,115
C694,C669/2,10:51:00,3,-1,-1,AB6017,37
C669/2,C687,10:51:48,3,-1,-1,AB6017,27
C687,C675,10:53:03,3,-1,-1,AB6017,68
C675,C668,10:53:33,3,-1,1,AB6017,20
C668,C678,10:53:57,3,-1,1,AB6017,13
C678,C665,10:54:43,3,-1,1,AB6017,23
C665,C663,10:55:10,3,-1,1,AB6017,16
C688/1,C691,10:55:42,3,-1,1,AB5425,31
C663,C661,10:55:45,3,-1,-1,AB6017,28
C661,C659,10:56:19,3,-1,-1,AB6017,24
C659,C656,10:57:25,3,-1,2,AB6017,41
C656,C654/2,10:58:25,3,-1,1,AB6017,49
C691,C652,10:58:56,3,-1,1,AB5425,142
C652,C655,11:00:04,3,-1,-1,AB5425,37
C654/2,C653/2,11:00:15,3,-1,1,AB6017,57
C655,C657,11:00:59,3,-1,-1,AB5425,43
C657,C660,11:01:53,3,-1,1,AB5425,40
C660,C662,11:02:34,3,-1,1,AB5425,20
C653/2,C692,11:02:37,3,-1,1,AB6017,102
C662,C664,11:03:28,3,-1,1,AB5425,23
C664,C666,11:03:59,3,-1,1,AB5425,20
C692,C689/1,11:04:16,3,-1,1,AB6017,65
C666,C677,11:04:23,3,-1,1,AB5425,17
C677,C667,11:04:54,3,-1,1,AB5425,23
C667,C676,11:05:22,3,-1,-1,AB5425,17
C676,C680,11:06:30,3,-1,-1,AB5425,61
C680,C669/1,11:07:10,3,-1,-1,AB5425,26
C689/1,T360,11:07:30,3,-1,-1,AB6017,132
C689/1,T360,11:07:44,3,-1,-1,AB6017,6
T360,T376/1,11:08:32,3,-1,1,AB6017,24
C669/1,C693,11:08:42,3,-1,-1,AB5425,58
T376/1,T363/1,11:10:41,3,-1,1,AB6017,78
C693,C681,11:11:05,3,-1,-1,AB5425,135
T336/2,T335/2,11:11:42,3,-1,1,AB5900,40
C681,C671,11:12:05,3,-1,-1,AB5425,53
T363/1,T306,11:12:15,3,-1,1,AB6017,50
T335/2,T338,11:12:49,3,-1,1,AB5900,13
T306,T314/2,11:13:16,3,-1,-1,AB6017,47
C671,C695,11:13:51,3,-1,-1,AB5425,95
T338,T326/3,11:13:58,3,-1,-1,AB5900,57
T314/2,T318,11:14:14,3,-1,-1,AB6017,6
T326/3,T332/2,11:14:52,3,-1,1,AB5900,38
T318,T319,11:14:59,3,-1,-1,AB6017,6
T319,T320,11:15:39,3,-1,-1,AB6017,26
C695,C673,11:15:43,3,-1,-1,AB5425,98
T332/2,T325/2,11:16:30,3,-1,-1,AB5900,60
C673,C672,11:16:33,3,-1,-1,AB5425,30
T320,T321/2,11:16:44,3,-1,-1,AB6017,16
T325/2,T339/4,11:17:18,3,-1,-1,AB5900,16
T321/2,T323,11:17:48,3,-1,-1,AB6017,27
T323,T324/2,11:18:26,3,-1,-1,AB6017,10
T339/4,T313,11:19:00,3,-1,-1,AB5900,85
C672,C670,11:19:07,3,-1,-1,AB5425,125
T324/2,T327,11:19:46,3,-1,1,AB6017,66
T313,T315,11:20:30,3,-1,2,AB5900,20
C670,C679,11:21:04,3,-1,-1,AB5425,48
T315,T375,11:22:16,3,-1,1,AB5900,71
C679,C694,11:22:57,3,-1,-1,AB5425,102
T375,T380,11:23:49,3,-1,-1,AB5900,48
C694,C669/2,11:23:56,3,-1,-1,AB5425,44
T380,T379,11:24:45,3,-1,1,AB5900,18
C669/2,C687,11:25:03,3,-1,-1,AB5425,28
T379,T359,11:26:04,3,-1,1,AB5900,46
C687,C675,11:26:43,3,-1,-1,AB5425,67
C675,C668,11:27:19,3,-1,1,AB5425,25
T359,T355/1,11:27:29,3,-1,1,AB5900,57
C668,C678,11:27:47,3,-1,1,AB5425,17
C678,C665,11:28:22,3,-1,1,AB5425,28
C665,C663,11:28:50,3,-1,1,AB5425,17
C663,C661,11:29:35,3,-1,1,AB5425,38
C661,C659,11:30:10,3,-1,-1,AB5425,28
C659,C656,11:31:18,3,-1,1,AB5425,42
C656,C654/2,11:32:31,3,-1,1,AB5425,59
C688/1,C691,11:33:16,3,-1,1,AB5900,34
C654/2,C653/2,11:34:04,3,-1,1,AB5425,40
C691,C652,11:35:48,3,-1,1,AB5900,111
C653/2,C692,11:36:09,3,-1,1,AB5425,52
C652,C655,11:37:02,3,-1,-1,AB5900,37
C692,C689/1,11:37:43,3,-1,-1,AB5425,57
C655,C657,11:38:00,3,-1,-1,AB5900,43
C657,C660,11:38:58,3,-1,1,AB5900,47
C660,C662,11:39:53,3,-1,1,AB5900,24
C689/1,T360,11:40:07,3,-1,1,AB5425,117
C662,C664,11:40:34,3,-1,1,AB5900,30
C664,C666,11:41:05,3,-1,1,AB5900,17
C666,C677,11:41:29,3,-1,-1,AB5900,17
T360,T376/1,11:42:09,3,-1,2,AB5425,81
C677,C667,11:42:20,3,-1,-1,AB5900,23
C667,C676,11:42:45,3,-1,-1,AB5900,13
C676,C680,11:43:53,3,-1,-1,AB5900,58
T376/1,T363/1,11:43:57,3,-1,1,AB5425,72
C680,C669/1,11:45:13,3,-1,-1,AB5900,48
T363/1,T306,11:46:04,3,-1,2,AB5425,51
T336/2,T335/2,11:46:15,3,-1,1,AC1346,31
C669/1,C693,11:46:36,3,-1,2,AB5900,51
T335/2,T338,11:46:50,3,-1,1,AC1346,6
T306,T314/2,11:47:29,3,-1,-1,AB5425,71
T338,T326/3,11:47:54,3,-1,-1,AC1346,53
C693,C681,11:48:08,3,-1,-1,AB5900,81
T326/3,T332/2,11:48:44,3,-1,1,AC1346,36
T314/2,T318,11:48:47,3,-1,-1,AB5425,14
T318,T319,11:49:08,3,-1,-1,AB5425,3
C681,C671,11:49:29,3,-1,-1,AB5900,45
T319,T320,11:49:58,3,-1,-1,AB5425,35
T332/2,T325/2,11:50:25,3,-1,-1,AC1346,59
T325/2,T339/4,11:51:03,3,-1,-1,AC1346,10
C671,C695,11:51:03,3,-1,-1,AB5900,81
T320,T321/2,11:51:31,3,-1,-1,AB5425,24
T321/2,T323,11:52:25,3,-1,1,AB5425,30
T323,T324/2,11:52:56,3,-1,1,AB5425,6
T339/4,T313,11:53:06,3,-1,1,AC1346,98
C695,C673,11:53:06,3,-1,-1,AB5900,91
C673,C672,11:53:40,3,-1,2,AB5900,30
T313,T315,11:53:53,3,-1,2,AC1346,27
T313,T315,11:54:00,3,-1,2,AC1346,3
T324/2,T327,11:54:21,3,-1,1,AB5425,61
T327,T326/1,11:54:55,3,-1,1,AB5425,23
T326/1,T337,11:55:57,3,-1,-1,AB5425,50
C672,C670,11:56:20,3,-1,-1,AB5900,126
C670,C679,11:57:19,3,-1,-1,AB5900,41
T375,T380,11:57:23,3,-1,-1,AC1346,72
T380,T379,11:58:08,3,-1,-1,AC1346,17
T379,T359,11:58:40,3,-1,1,AC1346,14
C679,C694,11:59:18,3,-1,-1,AB5900,112
T359,T355/1,11:59:53,3,-1,1,AC1346,62
C694,C669/2,12:00:34,3,-1,-1,AB5900,44
C669/2,C687,12:01:19,3,-1,-1,AB5900,24
C687,C675,12:02:32,3,-1,-1,AB5900,62
C675,C668,12:03:03,3,-1,1,AB5900,21
C668,C678,12:03:25,3,-1,1,AB5900,11
C678,C665,12:03:59,3,-1,1,AB5900,23
C665,C663,12:04:27,3,-1,1,AB5900,20
C663,C661,12:05:01,3,-1,1,AB5900,24
C661,C659,12:05:42,3,-1,-1,AB5900,27
C688/1,C691,12:07:01,3,-1,1,AC1346,27
C659,C656,12:07:18,3,-1,1,AB5900,44
C656,C654/2,12:08:17,3,-1,1,AB5900,45
C691,C652,12:09:30,3,-1,1,AC1346,101
C654/2,C653/2,12:09:58,3,-1,2,AB5900,40
C652,C655,12:10:35,3,-1,-1,AC1346,37
C655,C657,12:11:51,3,-1,-1,AC1346,37
C653/2,C692,12:12:11,3,-1,1,AB5900,57
C657,C660,12:13:07,3,-1,1,AC1346,65
C660,C662,12:13:45,3,-1,-1,AC1346,20
C662,C664,12:14:20,3,-1,-1,AC1346,27
C664,C666,12:14:41,3,-1,-1,AC1346,14
C666,C677,12:15:01,3,-1,-1,AC1346,10
C666,C677,12:15:08,3,-1,-1,AC1346,3
C692,C689/1,12:15:21,3,-1,1,AB5900,138
C677,C667,12:15:49,3,-1,1,AC1346,24
C667,C676,12:16:12,3,-1,-1,AC1346,13
C676,C680,12:17:16,3,-1,-1,AC1346,53
C689/1,T360,12:17:43,3,-1,-1,AB5900,124
C680,C669/1,12:17:53,3,-1,-1,AC1346,20
C669/1,C693,12:19:08,3,-1,1,AC1346,51
T360,T376/1,12:19:36,3,-1,1,AB5900,92
T336/2,T335/2,12:19:44,3,-1,1,AB5425,25
T335/2,T338,12:20:28,3,-1,1,AB5425,13
C693,C681,12:20:35,3,-1,-1,AC1346,80
T376/1,T363/1,12:21:17,3,-1,1,AB5900,89
C681,C671,12:21:27,3,-1,-1,AC1346,45
T338,T326/3,12:21:51,3,-1,-1,AB5425,66
C671,C695,12:22:57,3,-1,-1,AC1346,79
T363/1,T306,12:22:57,3,-1,2,AB5900,58
T326/3,T332/2,12:23:04,3,-1,1,AB5425,40
C695,C673,12:24:29,3,-1,-1,AC1346,85
C673,C672,12:25:03,3,-1,-1,AC1346,27
T332/2,T325/2,12:25:17,3,-1,-1,AB5425,81
T325/2,T339/4,12:26:04,3,-1,-1,AB5425,16
T318,T319,12:26:08,3,-1,-1,AB5900,82
T319,T320,12:27:17,3,-1,-1,AB5900,55
T339/4,T313,12:27:55,3,-1,1,AB5425,96
T320,T321/2,12:28:34,3,-1,-1,AB5900,20
T313,T315,12:28:58,3,-1,1,AB5425,21
C672,C670,12:29:36,3,-1,-1,AC1346,121
T321/2,T323,12:29:36,3,-1,1,AB5900,27
T323,T324/2,12:30:18,3,-1,1,AB5900,16
T315,T375,12:30:24,3,-1,2,AB5425,76
C670,C679,12:31:12,3,-1,1,AC1346,44
T375,T380,12:31:22,3,-1,1,AB5425,23
T380,T379,12:32:03,3,-1,1,AB5425,10
T324/2,T327,12:32:10,3,-1,1,AB5900,78
T379,T359,12:32:41,3,-1,1,AB5425,20
T327,T326/1,12:33:11,3,-1,1,AB5900,20
T359,T355/1,12:33:52,3,-1,1,AB5425,60
C679,C694,12:34:22,3,-1,-1,AC1346,176
T326/1,T337,12:34:46,3,-1,-1,AB5900,77
C694,C669/2,12:35:23,3,-1,-1,AC1346,50
C669/2,C687,12:36:05,3,-1,-1,AC1346,23
C687,C675,12:37:30,3,-1,-1,AC1346,61
C675,C668,12:38:01,3,-1,1,AC1346,24
C668,C678,12:38:21,3,-1,1,AC1346,10
C678,C665,12:38:55,3,-1,1,AC1346,23
C665,C663,12:39:23,3,-1,1,AC1346,20
C688/1,C691,12:39:43,3,-1,1,AB5425,30
C663,C661,12:40:06,3,-1,1,AC1346,33
C661,C659,12:40:44,3,-1,-1,AC1346,27
C691,C652,12:41:22,3,-1,1,AB5425,65
C659,C656,12:41:42,3,-1,1,AC1346,40
C652,C655,12:42:35,3,-1,-1,AB5425,34
C656,C654/2,12:42:42,3,-1,1,AC1346,45
C655,C657,12:43:40,3,-1,1,AB5425,47
C654/2,C653/2,12:43:50,3,-1,2,AC1346,40
C657,C660,12:44:34,3,-1,1,AB5425,43
C660,C662,12:45:02,3,-1,1,AB5425,21
C662,C664,12:45:39,3,-1,1,AB5425,27
C653/2,C692,12:45:56,3,-1,2,AC1346,109
C664,C666,12:46:06,3,-1,1,AB5425,16
C666,C677,12:46:34,3,-1,-1,AB5425,13
C677,C667,12:47:11,3,-1,-1,AB5425,27
C667,C676,12:47:36,3,-1,-1,AB5425,17
C692,C689/1,12:48:05,3,-1,1,AC1346,98
C676,C680,12:48:59,3,-1,-1,AB5425,71
C680,C669/1,12:49:32,3,-1,-1,AB5425,23
C669/1,C693,12:50:58,3,-1,-1,AB5425,58
C689/1,T360,12:51:02,3,-1,-1,AC1346,123
T360,T376/1,12:52:30,3,-1,1,AC1346,47
C693,C681,12:53:33,3,-1,-1,AB5425,143
T336/2,T335/2,12:54:10,3,-1,1,AB5900,62
C681,C671,12:54:34,3,-1,-1,AB5425,51
T376/1,T363/1,12:54:40,3,-1,1,AC1346,119
C671,C695,12:56:10,3,-1,-1,AB5425,87
T335/2,T338,12:56:24,3,-1,-1,AB5900,20
T363/1,T306,12:56:31,3,-1,2,AC1346,80
C695,C673,12:57:58,3,-1,-1,AB5425,100
T338,T326/3,12:58:12,3,-1,-1,AB5900,69
C673,C672,12:58:36,3,-1,-1,AB5425,31
T326/3,T332/2,12:59:10,3,-1,1,AB5900,47
T318,T319,12:59:55,3,-1,-1,AC1346,41
T319,T320,13:01:06,3,-1,-1,AC1346,49
T332/2,T325/2,13:01:13,3,-1,-1,AB5900,70
C672,C670,13:01:31,3,-1,-1,AB5425,137
T320,T321/2,13:02:00,3,-1,-1,AC1346,14
T325/2,T339/4,13:02:07,3,-1,-1,AB5900,13
C670,C679,13:02:41,3,-1,-1,AB5425,37
T321/2,T323,13:03:02,3,-1,1,AC1346,34
T323,T324/2,13:03:53,3,-1,1,AC1346,8
T339/4,T313,13:04:14,3,-1,1,AB5900,116
C679,C694,13:05:08,3,-1,-1,AB5425,136
T313,T315,13:05:22,3,-1,2,AB5900,23
T324/2,T327,13:05:42,3,-1,1,AC1346,68
C694,C669/2,13:05:56,3,-1,-1,AB5425,37
T327,T326/1,13:06:37,3,-1,1,AC1346,20
T315,T375,13:06:47,3,-1,1,AB5900,71
C669/2,C687,13:06:47,3,-1,-1,AB5425,23
T326/1,T337,13:07:49,3,-1,1,AC1346,44
C687,C675,13:08:11,3,-1,1,AB5425,56
T375,T380,13:08:28,3,-1,1,AB5900,30
C675,C668,13:08:45,3,-1,1,AB5425,20
C668,C678,13:09:06,3,-1,1,AB5425,10
T380,T379,13:09:22,3,-1,-1,AB5900,16
C678,C665,13:09:43,3,-1,1,AB5425,27
C665,C663,13:10:07,3,-1,1,AB5425,17
T379,T359,13:10:37,3,-1,1,AB5900,37
C663,C661,13:10:44,3,-1,1,AB5425,27
C661,C659,13:11:18,3,-1,-1,AB5425,20
T359,T355/1,13:11:49,3,-1,2,AB5900,68
C659,C656,13:12:27,3,-1,1,AB5425,41
C656,C654/2,13:13:32,3,-1,1,AB5425,54
C654/2,C653/2,13:15:08,3,-1,1,AB5425,37
C653/2,C692,13:17:22,3,-1,1,AB5425,64
C688/1,C691,13:18:13,3,-1,1,AB5900,27
C692,C689/1,13:18:30,3,-1,1,AB5425,31
C691,C652,13:19:56,3,-1,1,AB5900,61
C652,C655,13:21:05,3,-1,-1,AB5900,35
C689/1,T360,13:21:18,3,-1,-1,AB5425,127
C655,C657,13:22:20,3,-1,-1,AB5900,44
T360,T376/1,13:22:27,3,-1,1,AB5425,41
C657,C660,13:23:29,3,-1,1,AB5900,54
C660,C662,13:23:57,3,-1,1,AB5900,17
C662,C664,13:24:34,3,-1,1,AB5900,27
T376/1,T363/1,13:24:49,3,-1,1,AB5425,127
C664,C666,13:24:56,3,-1,1,AB5900,13
C666,C677,13:25:19,3,-1,-1,AB5900,16
C677,C667,13:25:50,3,-1,-1,AB5900,20
T363/1,T306,13:26:04,3,-1,1,AB5425,44
C667,C676,13:26:11,3,-1,-1,AB5900,13
T306,T314/2,13:27:06,3,-1,-1,AB5425,44
C676,C680,13:27:16,3,-1,-1,AB5900,58
T314/2,T318,13:27:54,3,-1,-1,AB5425,13
C680,C669/1,13:28:11,3,-1,1,AB5900,24
T318,T319,13:28:31,3,-1,-1,AB5425,3
T319,T320,13:29:26,3,-1,-1,AB5425,37
C669/1,C693,13:29:29,3,-1,1,AB5900,61
T320,T321/2,13:30:35,3,-1,-1,AB5425,20
T336/2,T335/2,13:32:04,3,-1,1,AC1346,30
T321/2,T323,13:32:04,3,-1,1,AB5425,47
C693,C681,13:32:08,3,-1,-1,AB5900,148
T335/2,T338,13:32:42,3,-1,-1,AC1346,7
T323,T324/2,13:32:45,3,-1,1,AB5425,10
C681,C671,13:33:32,3,-1,-1,AB5900,50
T338,T326/3,13:33:59,3,-1,-1,AC1346,50
T324/2,T327,13:34:23,3,-1,1,AB5425,67
T326/3,T332/2,13:34:47,3,-1,1,AC1346,33
C671,C695,13:34:57,3,-1,-1,AB5900,81
T327,T326/1,13:35:18,3,-1,1,AB5425,28
T332/2,T325/2,13:36:21,3,-1,2,AC1346,55
T326/1,T337,13:36:24,3,-1,1,AB5425,59
C695,C673,13:36:31,3,-1,-1,AB5900,79
T325/2,T339/4,13:36:51,3,-1,2,AC1346,20
C673,C672,13:37:43,3,-1,-1,AB5900,61
T339/4,T313,13:39:19,3,-1,1,AC1346,130
T313,T315,13:40:04,3,-1,2,AC1346,17
C672,C670,13:40:52,3,-1,1,AB5900,151
T315,T375,13:42:05,3,-1,1,AC1346,81
C670,C679,13:42:09,3,-1,-1,AB5900,38
T375,T380,13:43:51,3,-1,-1,AC1346,26
C679,C694,13:43:59,3,-1,-1,AB5900,99
T380,T379,13:44:44,3,-1,1,AC1346,10
C694,C669/2,13:44:51,3,-1,-1,AB5900,38
C669/2,C687,13:45:42,3,-1,-1,AB5900,30
T379,T359,13:45:48,3,-1,1,AC1346,33
C687,C675,13:46:50,3,-1,-1,AB5900,57
T359,T355/1,13:46:56,3,-1,2,AC1346,58
C675,C668,13:47:24,3,-1,1,AB5900,20
C668,C678,13:47:44,3,-1,1,AB5900,10
C678,C665,13:48:18,3,-1,1,AB5900,13
C665,C663,13:48:41,3,-1,1,AB5900,16
C663,C661,13:49:19,3,-1,1,AB5900,27
C661,C659,13:49:53,3,-1,1,AB5900,24
C659,C656,13:51:21,3,-1,1,AB5900,44
C656,C654/2,13:52:53,3,-1,1,AB5900,54
C654/2,C653/2,13:54:05,3,-1,1,AB5900,37
C688/1,C691,13:54:11,3,-1,1,AC1346,115
C691,C652,13:55:44,3,-1,1,AC1346,58
C653/2,C692,13:56:01,3,-1,1,AB5900,79
C652,C655,13:56:43,3,-1,-1,AC1346,28
C692,C689/1,13:56:43,3,-1,1,AB5900,21
C655,C657,13:58:03,3,-1,-1,AC1346,45
C657,C660,13:59:01,3,-1,-1,AC1346,37
C689/1,T360,13:59:24,3,-1,-1,AB5900,137
C660,C662,13:59:55,3,-1,1,AC1346,27
C662,C664,14:00:32,3,-1,1,AC1346,26
C664,C666,14:00:53,3,-1,1,AC1346,13
T360,T376/1,14:01:03,3,-1,2,AB5900,47
C666,C677,14:01:13,3,-1,1,AC1346,10
C677,C667,14:01:44,3,-1,-1,AC1346,20
C667,C676,14:02:07,3,-1,-1,AC1346,16
T336/2,T335/2,14:02:42,3,-1,1,AB5425,34
T335/2,T338,14:03:22,3,-1,-1,AB5425,13
C676,C680,14:03:22,3,-1,-1,AC1346,51
T376/1,T363/1,14:03:40,3,-1,2,AB5900,143
C680,C669/1,14:04:18,3,-1,-1,AC1346,24
T338,T326/3,14:04:43,3,-1,-1,AB5425,52
C669/1,C693,14:05:27,3,-1,-1,AC1346,51
T363/1,T306,14:05:31,3,-1,2,AB5900,72
T326/3,T332/2,14:05:44,3,-1,1,AB5425,48
C693,C681,14:07:03,3,-1,-1,AC1346,85
T332/2,T325/2,14:07:13,3,-1,-1,AB5425,61
T325/2,T339/4,14:07:55,3,-1,-1,AB5425,13
C681,C671,14:08:02,3,-1,-1,AC1346,49
T318,T319,14:08:32,3,-1,-1,AB5900,64
T319,T320,14:09:35,3,-1,-1,AB5900,44
T339/4,T313,14:09:38,3,-1,3,AB5425,88
C671,C695,14:09:52,3,-1,-1,AC1346,80
T313,T315,14:10:40,3,-1,3,AB5425,20
T320,T321/2,14:10:58,3,-1,-1,AB5900,24
C695,C673,14:11:18,3,-1,-1,AC1346,79
T321/2,T323,14:12:06,3,-1,1,AB5900,26
C673,C672,14:12:10,3,-1,-1,AC1346,44
T323,T324/2,14:12:48,3,-1,1,AB5900,13
T315,T375,14:12:54,3,-1,1,AB5425,120
T375,T380,14:13:56,3,-1,-1,AB5425,27
T324/2,T327,14:14:04,3,-1,1,AB5900,69
T380,T379,14:14:46,3,-1,1,AB5425,17
C672,C670,14:14:53,3,-1,-1,AC1346,122
T327,T326/1,14:15:01,3,-1,1,AB5900,28
C670,C679,14:15:36,3,-1,-1,AC1346,38
T379,T359,14:16:20,3,-1,1,AB5425,71
T326/1,T337,14:16:34,3,-1,-1,AB5900,72
T359,T355/1,14:17:22,3,-1,2,AB5425,55
C679,C694,14:18:16,3,-1,-1,AC1346,148
C694,C669/2,14:19:04,3,-1,-1,AC1346,38
C669/2,C687,14:19:45,3,-1,-1,AC1346,23
C687,C675,14:20:53,3,-1,-1,AC1346,58
C675,C668,14:21:25,3,-1,1,AC1346,17
C668,C678,14:21:46,3,-1,1,AC1346,14
C678,C665,14:22:30,3,-1,1,AC1346,23
C665,C663,14:22:53,3,-1,1,AC1346,14
C688/1,C691,14:23:00,3,-1,1,AB5425,26
