startStation,endStation,time,weekday,passengerFlow,trafficCondition,busPlate,passbyNum,weather,arrivalDuration
M10,M16/1,7:07:18,6,-1,1,MX7769,0,2,80
T360,T376/1,7:07:48,6,-1,1,MY9487,0,2,50
T322,T342,7:08:18,6,-1,-1,MX7866,0,2,91
T355/1,C688/1,7:08:59,6,-1,1,MY7560,0,2,192
T339/2,T343,7:09:09,6,-1,-1,MY9491,1,2,182
T376/1,T363/1,7:09:09,6,-1,1,MY9487,0,2,70
M16/1,M109,7:09:19,6,-1,1,MX7769,0,2,80
T342,T409,7:09:29,6,-1,1,MX7866,0,2,50
T363/1,T374,7:09:49,6,-1,1,MY9487,0,2,30
M177,M198,7:09:49,6,-1,1,AA7864,0,2,161
C688/1,C691,7:10:20,6,-1,1,MY7560,0,2,50
T374,T406,7:10:30,6,-1,1,MY9487,0,2,30
T409,T368,7:10:40,6,-1,1,MX7866,0,2,60
T343,T316,7:11:10,6,-1,1,MY9491,0,2,91
T368,T324/2,7:11:10,6,-1,1,MX7866,0,2,20
M198,M183/2,7:11:33,6,-1,2,AA7864,0,2,93
C691,C655,7:12:14,6,-1,1,MY7560,1,2,103
M183/2,M140/1,7:12:14,6,-1,1,AA7864,0,2,10
M109,M112,7:12:34,6,-1,1,MX7769,0,2,144
T324/2,T326/2,7:13:04,6,-1,1,MX7866,1,2,91
M112,M127,7:13:14,6,-1,1,MX7769,0,2,30
T316,T345/5,7:13:14,6,-1,1,MY9491,0,2,114
M140/1,M137/2,7:13:14,6,-1,1,AA7864,0,2,40
C655,C657,7:13:35,6,-1,1,MY7560,0,2,50
T326/2,T337,7:14:05,6,-1,1,MX7866,0,2,50
M137/2,M132/1,7:14:15,6,-1,1,AA7864,0,2,10
C657,C686,7:14:25,6,-1,1,MY7560,0,2,20
T337,T334,7:14:25,6,-1,1,MX7866,0,2,10
M127,M125,7:14:35,6,-1,1,MX7769,0,2,40
T345/5,T344,7:14:46,6,-1,1,MY9491,0,2,80
T406,T345/1,7:15:06,6,-1,-1,MY9487,0,2,265
M132/1,M200,7:15:06,6,-1,2,AA7864,0,2,20
C686,C656,7:15:36,6,-1,1,MY7560,0,2,30
T334,T430,7:15:36,6,-1,1,MX7866,0,2,60
M125,M136/2,7:15:56,6,-1,1,MX7769,0,2,50
M200,M201,7:15:56,6,-1,-1,AA7864,0,2,10
M136/2,M139/2,7:16:17,6,-1,2,MX7769,0,2,10
C656,C654/3,7:16:47,6,-1,1,MY7560,0,2,50
T345/1,T322,7:17:07,6,-1,-1,MY9487,0,2,101
M201,M121,7:17:07,6,-1,1,AA7864,0,2,20
M139/2,M184,7:17:18,6,-1,2,MX7769,0,2,20
T344,T358,7:17:18,6,-1,1,MY9491,1,2,141
T358,T373/2,7:18:08,6,-1,1,MY9491,0,2,30
M121,M119,7:18:08,6,-1,1,AA7864,0,2,20
T373/2,T375,7:18:49,6,-1,1,MY9491,0,2,30
T322,T342,7:19:09,6,-1,-1,MY9487,0,2,91
C654/3,C653/2,7:19:39,6,-1,1,MY7560,0,2,40
M184,M188,7:19:49,6,-1,1,MX7769,0,2,10
T430,M177,7:20:20,6,-1,1,MX7866,0,2,273
T375,T380,7:20:34,6,-1,1,MY9491,0,2,85
T342,T409,7:20:34,6,-1,1,MY9487,0,2,54
M119,M113,7:20:44,6,-1,-1,AA7864,0,2,115
T380,T379,7:21:04,6,-1,1,MY9491,0,2,10
M188,M203/2,7:21:35,6,-1,1,MX7769,0,2,30
T409,T368,7:21:45,6,-1,1,MY9487,0,2,50
M113,M94,7:22:05,6,-1,-1,AA7864,0,2,50
T379,T359,7:22:25,6,-1,1,MY9491,0,2,70
T368,T324/2,7:22:25,6,-1,1,MY9487,0,2,30
M177,M198,7:22:35,6,-1,1,MX7866,0,2,121
M203/2,M277,7:22:56,6,-1,-1,MX7769,0,2,50
C653/2,C689/1,7:23:06,6,-1,1,MY7560,1,2,186
M95/3,M22,7:23:16,6,-1,1,MY9282,0,2,50
M94,M95/3,7:23:16,6,-1,-1,AA7864,0,2,30
T359,T355/1,7:23:36,6,-1,1,MY9491,0,2,60
T324/2,T327,7:23:46,6,-1,1,MY9487,0,2,60
M198,M183/2,7:23:56,6,-1,2,MX7866,0,2,70
T327,T326/2,7:24:37,6,-1,1,MY9487,0,2,30
M22,M10,7:24:57,6,-1,1,MY9282,0,2,80
M183/2,M140/1,7:25:07,6,-1,1,MX7866,0,2,10
M277,M182/1,7:25:17,6,-1,1,MX7769,0,2,131
C689/1,T355/2,7:25:17,6,-1,1,MY7560,0,2,101
T326/2,T337,7:25:48,6,-1,1,MY9487,0,2,60
M140/1,M137/2,7:25:58,6,-1,1,MX7866,0,2,20
M10,M16/1,7:26:18,6,-1,1,MY9282,0,2,40
T337,T334,7:26:18,6,-1,1,MY9487,0,2,20
M137/2,M132/1,7:26:48,6,-1,1,MX7866,0,2,20
T355/2,T360,7:27:29,6,-1,1,MY7560,0,2,91
T334,T430,7:27:29,6,-1,1,MY9487,0,2,50
M132/1,M200,7:27:49,6,-1,2,MX7866,0,2,30
T355/1,C688/1,7:27:59,6,-1,1,MY9491,0,2,242
M200,M201,7:28:44,6,-1,-1,MX7866,0,2,10
M16/1,M109,7:28:54,6,-1,1,MY9282,0,2,34
M182/1,T431,7:29:14,6,-1,1,MX7769,0,2,196
C688/1,C691,7:29:14,6,-1,1,MY9491,0,2,40
T360,T376/1,7:30:05,6,-1,1,MY7560,0,2,135
M201,M121,7:30:15,6,-1,1,MX7866,0,2,70
T431,T335,7:30:46,6,-1,1,MX7769,0,2,61
C691,C652,7:31:07,6,-1,1,MY9491,0,2,102
T376/1,T363/1,7:31:07,6,-1,1,MY7560,0,2,51
T335,T338,7:31:37,6,-1,1,MX7769,0,2,10
C652,C655,7:31:57,6,-1,1,MY9491,0,2,30
T363/1,T374,7:31:57,6,-1,1,MY7560,0,2,20
T430,M177,7:32:07,6,-1,1,MY9487,0,2,268
M121,M113,7:32:17,6,-1,-1,MX7866,1,2,112
M109,M127,7:32:28,6,-1,1,MY9282,1,2,203
C655,C657,7:33:08,6,-1,1,MY9491,0,2,50
T338,T326/3,7:33:18,6,-1,-1,MX7769,0,2,91
C657,C686,7:34:09,6,-1,1,MY9491,0,2,30
M113,M95/3,7:34:09,6,-1,-1,MX7866,1,2,91
M177,M198,7:34:49,6,-1,1,MY9487,0,2,131
M127,M125,7:34:59,6,-1,1,MY9282,0,2,141
C686,C656,7:35:30,6,-1,1,MY9491,0,2,30
T326/3,T325/2,7:35:50,6,-1,1,MX7769,1,2,131
M198,M183/2,7:35:50,6,-1,2,MY9487,0,2,50
T325/2,T339/2,7:36:10,6,-1,1,MX7769,0,2,10
C656,C654/3,7:36:32,6,-1,1,MY9491,0,2,51
M125,M139/2,7:36:42,6,-1,2,MY9282,1,2,92
M183/2,M140/1,7:37:02,6,-1,1,MY9487,0,2,30
M139/2,M184,7:37:53,6,-1,2,MY9282,0,2,40
T339/2,T408/1,7:37:53,6,-1,-1,MX7769,0,2,70
T374,T345/1,7:38:23,6,-1,-1,MY7560,1,2,365
M184,M188,7:38:33,6,-1,1,MY9282,0,2,10
M188,M203/2,7:39:24,6,-1,1,MY9282,0,2,10
M140/1,M132/1,7:39:24,6,-1,1,MY9487,1,2,111
T408/1,T343,7:40:04,6,-1,-1,MX7769,0,2,101
M95/3,M22,7:40:14,6,-1,1,AA7864,0,2,30
T345/1,T322,7:40:25,6,-1,-1,MY7560,0,2,101
M203/2,M277,7:40:35,6,-1,-1,MY9282,0,2,30
M132/1,M200,7:40:35,6,-1,2,MY9487,0,2,30
M200,M201,7:41:35,6,-1,-1,MY9487,0,2,20
T343,T316,7:42:06,6,-1,1,MX7769,0,2,80
T322,T342,7:42:26,6,-1,-1,MY7560,0,2,91
C654/3,C653/2,7:42:36,6,-1,1,MY9491,0,2,60
M201,M121,7:42:46,6,-1,1,MY9487,0,2,30
M277,M182/1,7:42:56,6,-1,1,MY9282,0,2,131
M22,M10,7:43:27,6,-1,1,AA7864,0,2,171
T342,T409,7:43:47,6,-1,1,MY7560,0,2,50
M121,M119,7:43:47,6,-1,1,MY9487,0,2,30
T316,T345/5,7:44:27,6,-1,1,MX7769,0,2,131
C653/2,C692,7:44:27,6,-1,1,MY9491,0,2,101
T409,T368,7:44:48,6,-1,1,MY7560,0,2,50
M10,M16/1,7:45:28,6,-1,1,AA7864,0,2,60
C692,C689/1,7:45:48,6,-1,1,MY9491,0,2,40
T345/5,T344,7:45:58,6,-1,1,MX7769,0,2,70
M119,M94,7:45:58,6,-1,-1,MY9487,1,2,101
T368,T327,7:46:19,6,-1,1,MY7560,1,2,80
M182/1,T431,7:46:49,6,-1,1,MY9282,0,2,192
M94,M95/3,7:46:49,6,-1,-1,MY9487,0,2,20
T344,T356/1,7:47:09,6,-1,1,MX7769,0,2,30
T327,T326/2,7:47:09,6,-1,1,MY7560,0,2,20
M16/1,M109,7:47:29,6,-1,1,AA7864,0,2,101
T431,T335,7:48:00,6,-1,1,MY9282,0,2,60
T326/2,T337,7:48:10,6,-1,1,MY7560,0,2,50
T356/1,T358,7:48:43,6,-1,1,MX7769,0,2,63
M109,M112,7:48:53,6,-1,1,AA7864,0,2,63
C689/1,T355/2,7:48:53,6,-1,1,MY9491,0,2,144
T337,T334,7:49:04,6,-1,1,MY7560,0,2,20
T358,T373/2,7:49:44,6,-1,1,MX7769,0,2,40
T334,T430,7:50:04,6,-1,1,MY7560,0,2,40
T373/2,T375,7:50:25,6,-1,1,MX7769,0,2,20
M112,M127,7:51:06,6,-1,1,AA7864,0,2,30
T355/2,T360,7:51:16,6,-1,1,MY9491,0,2,112
T375,T380,7:51:47,6,-1,1,MX7769,0,2,50
T335,T325/2,7:52:27,6,-1,1,MY9282,3,2,246
T380,T379,7:52:27,6,-1,1,MX7769,0,2,10
M127,M125,7:52:37,6,-1,1,AA7864,0,2,30
T325/2,T339/2,7:52:57,6,-1,1,MY9282,0,2,20
T360,T363/1,7:53:07,6,-1,1,MY9491,1,2,91
M125,M136/2,7:53:28,6,-1,1,AA7864,0,2,10
M136/2,M139/2,7:53:48,6,-1,2,AA7864,0,2,10
T379,T355/1,7:53:58,6,-1,1,MX7769,1,2,80
T363/1,T406,7:54:49,6,-1,1,MY9491,1,2,80
T430,M177,7:54:49,6,-1,1,MY7560,0,2,274
M139/2,M184,7:54:59,6,-1,2,AA7864,0,2,30
M184,M188,7:55:49,6,-1,1,AA7864,0,2,10
M188,M203/2,7:56:30,6,-1,1,AA7864,0,2,10
T339/2,T343,7:56:50,6,-1,-1,MY9282,1,2,212
M177,M198,7:57:10,6,-1,1,MY7560,0,2,131
T355/1,C688/1,7:57:44,6,-1,1,MX7769,0,2,195
M22,M10,7:57:54,6,-1,1,MX7866,0,2,104
M203/2,M277,7:57:54,6,-1,-1,AA7864,0,2,44
T406,T345/1,7:58:55,6,-1,-1,MY9491,0,2,236
T343,T316,7:59:05,6,-1,1,MY9282,0,2,91
M198,M183/2,7:59:15,6,-1,1,MY7560,0,2,101
M10,M16/1,7:59:25,6,-1,1,MX7866,0,2,60
C688/1,C691,7:59:25,6,-1,1,MX7769,0,2,70
M277,M182/1,8:00:06,6,-1,1,AA7864,0,2,121
M183/2,M140/1,8:00:46,6,-1,1,MY7560,0,2,40
M16/1,M109,8:00:56,6,-1,1,MX7866,0,2,20
T345/1,T322,8:01:07,6,-1,-1,MY9491,0,2,111
C691,C652,8:01:17,6,-1,1,MX7769,0,2,30
T316,T345/5,8:02:17,6,-1,1,MY9282,0,2,182
C652,C655,8:02:27,6,-1,1,MX7769,0,2,50
M140/1,M137/2,8:02:58,6,-1,1,MY7560,0,2,40
T322,T342,8:03:08,6,-1,-1,MY9491,0,2,91
M182/1,T431,8:03:49,6,-1,1,AA7864,0,2,182
T345/5,T344,8:03:49,6,-1,1,MY9282,0,2,81
C655,C657,8:03:49,6,-1,1,MX7769,0,2,50
M137/2,M132/1,8:04:09,6,-1,1,MY7560,0,2,30
M109,M112,8:04:19,6,-1,1,MX7866,0,2,162
C657,C686,8:04:19,6,-1,1,MX7769,0,2,20
T342,T409,8:04:29,6,-1,1,MY9491,0,2,40
T344,T356/1,8:04:39,6,-1,1,MY9282,0,2,20
T431,T335,8:04:59,6,-1,1,AA7864,0,2,60
M132/1,M200,8:05:10,6,-1,3,MY7560,0,2,20
M112,M127,8:05:32,6,-1,1,MX7866,0,2,32
T335,T338,8:05:52,6,-1,1,AA7864,0,2,10
C686,C656,8:05:52,6,-1,1,MX7769,0,2,32
M95/3,M22,8:06:02,6,-1,1,MY9362,0,2,93
M200,M201,8:06:02,6,-1,-1,MY7560,0,2,10
T338,T326/3,8:06:43,6,-1,-1,AA7864,0,2,40
T356/1,T358,8:06:43,6,-1,1,MY9282,0,2,83
M127,M125,8:06:53,6,-1,1,MX7866,0,2,40
T409,T324/2,8:06:53,6,-1,1,MY9491,1,2,113
M201,M121,8:06:53,6,-1,1,MY7560,0,2,20
C656,C654/3,8:07:13,6,-1,1,MX7769,0,2,60
T326/3,T332/2,8:07:34,6,-1,1,AA7864,0,2,40
T358,T373/2,8:07:44,6,-1,1,MY9282,0,2,30
M125,M136/2,8:08:14,6,-1,1,MX7866,0,2,20
M22,M10,8:08:24,6,-1,1,MY9362,0,2,101
T324/2,T327,8:08:24,6,-1,1,MY9491,0,2,71
M136/2,M139/2,8:08:34,6,-1,2,MX7866,0,2,10
T373/2,T375,8:08:34,6,-1,1,MY9282,0,2,30
T332/2,T325/2,8:08:55,6,-1,1,AA7864,0,2,50
T325/2,T339/2,8:09:15,6,-1,1,AA7864,0,2,10
T327,T326/2,8:09:15,6,-1,1,MY9491,0,2,30
M10,M16/1,8:09:25,6,-1,1,MY9362,0,2,50
T375,T380,8:09:45,6,-1,1,MY9282,0,2,40
M121,M113,8:10:16,6,-1,-1,MY7560,1,2,172
T326/2,T337,8:10:36,6,-1,1,MY9491,0,2,70
M139/2,M188,8:10:46,6,-1,1,MX7866,1,2,91
T380,T379,8:10:46,6,-1,1,MY9282,0,2,20
M188,M203/2,8:11:16,6,-1,1,MX7866,0,2,20
T339/2,T408/1,8:11:16,6,-1,-1,AA7864,0,2,60
T337,T334,8:11:16,6,-1,1,MY9491,0,2,30
M16/1,M109,8:11:26,6,-1,1,MY9362,0,2,10
M113,M95/3,8:12:07,6,-1,-1,MY7560,1,2,60
M203/2,M277,8:12:17,6,-1,-1,MX7866,0,2,40
T379,T359,8:12:27,6,-1,1,MY9282,0,2,70
T334,T430,8:12:57,6,-1,1,MY9491,0,2,50
T408/1,T343,8:13:08,6,-1,-1,AA7864,0,2,80
T359,T355/1,8:13:48,6,-1,1,MY9282,0,2,70
C654/3,C653/2,8:14:08,6,-1,1,MX7769,0,2,70
M277,M182/1,8:14:29,6,-1,1,MX7866,0,2,121
M109,M112,8:14:39,6,-1,2,MY9362,0,2,161
T343,T316,8:16:00,6,-1,1,AA7864,0,2,101
C653/2,C692,8:16:00,6,-1,1,MX7769,0,2,101
M112,M127,8:16:20,6,-1,1,MY9362,0,2,60
C692,C689/1,8:16:40,6,-1,1,MX7769,0,2,20
M127,M125,8:17:33,6,-1,1,MY9362,0,2,32
T355/1,C688/1,8:17:53,6,-1,1,MY9282,0,2,214
T430,M177,8:17:53,6,-1,1,MY9491,0,2,285
M95/3,M22,8:18:45,6,-1,1,MY9487,0,2,72
T316,T345/5,8:18:55,6,-1,1,AA7864,0,2,154
M125,M136/2,8:19:25,6,-1,1,MY9362,0,2,10
C689/1,T355/2,8:19:25,6,-1,1,MX7769,0,2,134
M182/1,T335,8:19:36,6,-1,1,MX7866,1,2,267
M22,M10,8:20:37,6,-1,1,MY9487,0,2,60
T345/5,T356/1,8:20:57,6,-1,1,AA7864,1,2,92
M177,M198,8:20:57,6,-1,1,MY9491,0,2,153
M136/2,M139/2,8:21:27,6,-1,1,MY9362,0,2,60
T335,T326/3,8:21:38,6,-1,-1,MX7866,1,2,91
T355/2,T360,8:21:38,6,-1,1,MX7769,0,2,91
M10,M16/1,8:21:58,6,-1,2,MY9487,0,2,60
M139/2,M184,8:22:38,6,-1,1,MY9362,0,2,40
T360,T376/1,8:22:38,6,-1,1,MX7769,0,2,30
T326/3,T332/2,8:22:48,6,-1,1,MX7866,0,2,50
C688/1,C652,8:22:58,6,-1,1,MY9282,1,2,223
M198,M183/2,8:23:19,6,-1,1,MY9491,0,2,131
M184,M188,8:23:29,6,-1,1,MY9362,0,2,10
T356/1,T373/2,8:23:29,6,-1,1,AA7864,1,2,111
M16/1,M109,8:24:10,6,-1,1,MY9487,0,2,20
T332/2,T339/2,8:24:10,6,-1,1,MX7866,1,2,71
C652,C655,8:24:10,6,-1,1,MY9282,0,2,30
T373/2,T375,8:24:20,6,-1,1,AA7864,0,2,20
M183/2,M140/1,8:24:20,6,-1,1,MY9491,0,2,20
M188,M203/2,8:24:54,6,-1,1,MY9362,0,2,33
T376/1,T363/1,8:24:54,6,-1,1,MX7769,0,2,125
M140/1,M137/2,8:25:24,6,-1,1,MY9491,0,2,40
T375,T380,8:25:45,6,-1,1,AA7864,0,2,50
T363/1,T374,8:25:55,6,-1,1,MX7769,0,2,30
M203/2,M277,8:26:15,6,-1,-1,MY9362,0,2,50
T339/2,T408/1,8:26:15,6,-1,-1,MX7866,0,2,114
C655,C686,8:26:15,6,-1,1,MY9282,1,2,80
T380,T379,8:26:25,6,-1,1,AA7864,0,2,20
T374,T406,8:26:36,6,-1,1,MX7769,0,2,30
M137/2,M132/1,8:26:46,6,-1,1,MY9491,0,2,61
T408/1,T343,8:27:36,6,-1,-1,MX7866,0,2,71
C686,C656,8:27:46,6,-1,1,MY9282,0,2,50
M109,M112,8:27:57,6,-1,2,MY9487,0,2,192
T379,T359,8:27:57,6,-1,1,AA7864,0,2,70
M277,M182/1,8:28:27,6,-1,1,MY9362,0,2,121
T359,T355/1,8:28:57,6,-1,1,AA7864,0,2,50
C656,C654/3,8:28:57,6,-1,1,MY9282,0,2,60
M132/1,M200,8:28:57,6,-1,2,MY9491,0,2,20
M112,M127,8:29:28,6,-1,1,MY9487,0,2,81
T343,T316,8:29:48,6,-1,1,MX7866,0,2,101
M200,M201,8:30:08,6,-1,-1,MY9491,0,2,10
C654/3,C653/2,8:30:18,6,-1,1,MY9282,0,2,50
M127,M125,8:31:09,6,-1,1,MY9487,0,2,50
T406,T345/1,8:31:19,6,-1,-1,MX7769,0,2,273
M201,M121,8:31:29,6,-1,1,MY9491,0,2,40
M95/3,M22,8:31:39,6,-1,1,MY9211,0,2,131
C653/2,C692,8:32:10,6,-1,1,MY9282,0,2,60
M182/1,T431,8:32:20,6,-1,1,MY9362,0,2,202
T355/1,C688/1,8:32:35,6,-1,1,AA7864,0,2,186
M121,M119,8:32:35,6,-1,1,MY9491,0,2,35
M125,M136/2,8:32:45,6,-1,1,MY9487,0,2,24
M136/2,M139/2,8:33:05,6,-1,2,MY9487,0,2,10
T316,T345/5,8:33:15,6,-1,1,MX7866,0,2,176
T345/1,T322,8:33:25,6,-1,-1,MX7769,0,2,105
T431,T335,8:33:35,6,-1,1,MY9362,0,2,60
C688/1,C691,8:33:55,6,-1,1,AA7864,0,2,40
M22,M10,8:34:06,6,-1,1,MY9211,0,2,91
M139/2,M184,8:34:16,6,-1,1,MY9487,0,2,30
T335,T338,8:34:26,6,-1,1,MY9362,0,2,30
T345/5,T344,8:34:36,6,-1,1,MX7866,0,2,50
M184,M188,8:35:16,6,-1,1,MY9487,0,2,10
T344,T356/1,8:35:16,6,-1,1,MX7866,0,2,30
M119,M113,8:35:37,6,-1,-1,MY9491,0,2,171
C691,C652,8:35:47,6,-1,1,AA7864,0,2,80
T322,T342,8:35:47,6,-1,-1,MX7769,0,2,111
M10,M16/1,8:35:57,6,-1,2,MY9211,0,2,80
